Front,Back,Extra,Tags
"An application writes 50,000 small blobs (5KB each) per minute to storage. Each blob is read 100 times within 30 days then never accessed again. Solution must handle write throughput and optimize storage costs after access pattern changes.<br><br>A) Use Premium Block Blob storage for writes with lifecycle management to transition to Cool after 30 days then Archive after 180 days<br>B) Use Standard Storage Hot tier with immediate Cool tier transition<br>C) Use Zone-Redundant Storage with manual archival process",A) Use Premium Block Blob storage for writes with lifecycle management to transition to Cool after 30 days then Archive after 180 days,"Premium Block Blob handles high transaction throughput (50K writes/min). Lifecycle management automatically tiers based on last access time optimizing costs post-active period. Hot tier can't sustain this write rate cost-effectively. ZRS is redundancy type not performance tier. Premium + lifecycle automation balances write performance with cost optimization lifecycle.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/storage/blobs/lifecycle-management-policy-configure"">Lifecycle management policy</a>",AZ-104 Storage Performance
You need to deploy 10 identical Linux VMs running a stateless web application that must scale to 50 instances during peak traffic. The solution should minimize manual VM configuration and support automated updates.<br><br>A) Deploy Virtual Machine Scale Set with custom script extension and automatic OS upgrades<br>B) Create 10 VMs manually with load balancer and Azure Automation for scaling<br>C) Use Azure Container Instances with auto-scaling,A) Deploy Virtual Machine Scale Set with custom script extension and automatic OS upgrades,"VMSS provides identical VM instances from shared configuration with built-in auto-scaling. Custom Script Extension configures apps during provisioning. Automatic OS upgrades keep instances patched. Manual VMs don't scale automatically and require individual maintenance. ACI doesn't support VM-based apps. VMSS is the IaaS solution for stateless, scalable VM workloads.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/virtual-machine-scale-sets/overview"">Virtual Machine Scale Sets</a>",AZ-104 Compute Autoscaling
"A mission-critical SQL Server VM requires 99.99% SLA within a region, consistent low-latency network connectivity to application VMs in the same zone, and protection against physical server failures.<br><br>A) Deploy VM with Premium SSD in Availability Zone with proximity placement group<br>B) Use Availability Set with Standard SSD<br>C) Deploy single VM with Ultra Disk",A) Deploy VM with Premium SSD in Availability Zone with proximity placement group,"Availability Zone provides 99.99% SLA (datacenter-level isolation). Proximity Placement Group ensures low-latency by placing VMs physically close within the zone. Premium SSD provides storage SLA. Availability Set offers 99.95% SLA (rack-level only). Single VM provides 99.9% SLA. Zone + PPG + Premium SSD meets all requirements.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/virtual-machines/availability"">Availability options for Azure VMs</a>",AZ-104 Compute HighAvailability
A VM Scale Set runs a web application that experiences predictable traffic patterns: 100 users during business hours (8AM-6PM weekdays) and 10 users otherwise. Minimize costs while maintaining performance.<br><br>A) Configure autoscale rules with schedule-based scaling and metric-based scaling combined<br>B) Use metric-based autoscale only with CPU threshold<br>C) Deploy Azure Automation runbook to manually adjust instance count,A) Configure autoscale rules with schedule-based scaling and metric-based scaling combined,"Schedule-based autoscale proactively scales instances before traffic spikes (8AM). Metric-based rules (CPU/requests) handle unexpected variations within schedules. Metric-only rules react after load increases (degraded performance). Manual runbooks lack real-time responsiveness. Combined autoscale provides predictive + reactive scaling optimization.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/azure-monitor/autoscale/autoscale-overview"">Autoscale in Azure</a>",AZ-104 Compute Autoscaling
An application requires 15 VMs that must never run on the same physical host to prevent correlated failures during hardware updates. VMs are not identical and run different services.<br><br>A) Place VMs in Availability Set with max fault domains or use VM placement policies with max spread<br>B) Deploy VMs across multiple Availability Zones<br>C) Use dedicated hosts with instance isolation,A) Place VMs in Availability Set with max fault domains or use VM placement policies with max spread,"Availability Sets with fault domains (up to 3) provide rack-level separation. Anti-affinity placement policies offer additional spread across physical hosts beyond fault domains. Zones separate datacenters (over-isolation). Dedicated hosts are cost-prohibitive for this requirement. Availability Set + placement policies maximize host-level separation within datacenter.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/virtual-machines/availability-set-overview"">Availability Sets</a>",AZ-104 Compute HighAvailability
A VM runs a memory-intensive analytics application processing 100GB datasets. Performance profiling shows CPU utilization at 40% but memory consumption constantly at 95%. Application frequently crashes due to memory pressure.<br><br>A) Resize VM to memory-optimized series (E-series) with higher memory-to-core ratio<br>B) Increase VM to larger general-purpose size (D-series) with more cores<br>C) Add data disk and configure disk-based page file,A) Resize VM to memory-optimized series (E-series) with higher memory-to-core ratio,"Memory-optimized VMs (E/M-series) provide high memory-to-core ratios (up to 8:1) for memory-intensive workloads. Low CPU utilization indicates compute is sufficient. Larger general-purpose VM adds unnecessary CPU cost. Page file on disk degrades performance critically. E-series matches workload profile with optimal memory per core.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/virtual-machines/sizes-memory"">Memory-optimized VM sizes</a>",AZ-104 Compute VMSizing
"A Windows VM must have configuration settings (registry keys, scheduled tasks) applied consistently after every deployment and automatically remediated if manually changed. The solution should not require VM agents or extensions.<br><br>A) Use Azure Automanage with machine configuration policies<br>B) Deploy VM with custom script extension<br>C) Use Desired State Configuration (DSC) extension",A) Use Azure Automanage with machine configuration policies,"Azure Automanage with machine configuration (formerly Guest Configuration) provides continuous compliance monitoring and auto-remediation using Azure Policy. Custom Script Extension runs once during deployment. DSC extension requires initial configuration and doesn't auto-remediate deletions. Machine configuration offers declarative, continuously enforced VM configuration management.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/governance/machine-configuration/overview"">Azure Automanage Machine Configuration</a>",AZ-104 Compute Automation
An application requires ephemeral storage for temporary data processing with maximum IOPS performance. Data does not need to persist after VM deallocates. VM uses 32GB of temp data during processing cycles.<br><br>A) Use VM temporary disk (D: drive) available on all VM SKUs<br>B) Attach Premium SSD managed disk for temporary data<br>C) Configure local SSD cache on OS disk,A) Use VM temporary disk (D: drive) available on all VM SKUs,"Temporary disk provides local SSD storage (no additional cost) with low latency and high IOPS. Data is non-persistent (lost on deallocate). Premium SSD managed disks cost extra and provide persistence (not needed). OS disk cache is for OS not application temp data. Temporary disk is optimized for ephemeral, high-performance workloads.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/virtual-machines/managed-disks-overview#temporary-disk"">Temporary disk</a>",AZ-104 Compute Storage
A company migrates VMs from on-premises to Azure. VMs require specific software licensing tied to MAC addresses. Azure DHCP reassigns IP/MAC during maintenance events breaking licenses.<br><br>A) Configure static IP addresses using Azure IPAM; MAC addresses in Azure are immutable per NIC<br>B) Use reserved public IP addresses<br>C) Deploy VMs on dedicated hosts with network isolation,A) Configure static IP addresses using Azure IPAM; MAC addresses in Azure are immutable per NIC,"Azure NIC MAC addresses are permanent (don't change during VM lifecycle). Static private IPs prevent IP changes. Reserved public IPs address external connectivity only. Dedicated hosts don't affect MAC address behavior. Azure's immutable MAC + static IP configuration provides stable network identity for license binding.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/virtual-network/ip-services/configure-static-private-ip-address"">Configure static private IP</a>",AZ-104 Compute Networking
"You need to establish connectivity between VNet A (10.1.0.0/16) in East US and VNet B (10.2.0.0/16) in West Europe. Traffic must route through a central network security appliance in VNet C (hub) for inspection. All VNets must communicate without public internet exposure.<br><br>A) Create hub-spoke topology with VNet peering (A↔C, B↔C) and user-defined routes forcing traffic through hub NVA<br>B) Configure site-to-site VPN between all three VNets<br>C) Use Azure Virtual WAN with routing intent","A) Create hub-spoke topology with VNet peering (A↔C, B↔C) and user-defined routes forcing traffic through hub NVA","Hub-spoke with VNet peering uses Microsoft backbone. UDRs in spoke subnets (0.0.0.0/0 → NVA) force inter-spoke traffic through hub appliance for inspection. Enable IP forwarding on NVA NIC. S2S VPN adds cost and latency vs peering. Virtual WAN routing intent is alternative but adds complexity. Hub-spoke + UDR is the classic centralized network inspection architecture.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/architecture/reference-architectures/hybrid-networking/hub-spoke"">Hub-spoke network topology</a>",AZ-104 Networking Architecture
An Azure VNet (10.0.0.0/16) needs to communicate with on-premises network (192.168.0.0/16) via ExpressRoute. On-premises has overlapping IP space with another connected VNet. NAT is required to prevent routing conflicts.<br><br>A) Configure NAT Gateway on Virtual Network Gateway for ExpressRoute with NAT rules<br>B) Deploy Azure Firewall with SNAT rules<br>C) Use network virtual appliances for NAT,A) Configure NAT Gateway on Virtual Network Gateway for ExpressRoute with NAT rules,"ExpressRoute Virtual Network Gateway supports NAT functionality (Ingress/Egress NAT rules) to handle overlapping address spaces. Translates IP ranges bidirectionally at gateway level. Azure Firewall SNAT is for internet-bound traffic. NVAs add complexity. VPN/ExpressRoute Gateway NAT is the native solution for hybrid network address translation.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/expressroute/expressroute-nat"">NAT for ExpressRoute</a>",AZ-104 Networking HybridConnectivity
"A multi-tier application has web tier (subnet 10.0.1.0/24), app tier (10.0.2.0/24), and database tier (10.0.3.0/24). Database tier must accept traffic only from app tier on port 1433. Web tier must only receive traffic from Azure Load Balancer. Block all other traffic.<br><br>A) Create NSG for database subnet allowing 10.0.2.0/24:1433 inbound and deny all; NSG for web subnet allowing AzureLoadBalancer service tag port 443<br>B) Use Azure Firewall with application rules<br>C) Configure VNet-level firewall policies",A) Create NSG for database subnet allowing 10.0.2.0/24:1433 inbound and deny all; NSG for web subnet allowing AzureLoadBalancer service tag port 443,"NSGs provide stateful firewall at subnet level. Explicit allow rules for required traffic (CIDR + port specificity) with implicit deny all else. AzureLoadBalancer service tag represents Azure load balancer health probes. Azure Firewall over-engineered for intra-VNet micro-segmentation. NSGs are the native subnet firewall for multi-tier isolation.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/virtual-network/network-security-groups-overview"">Network Security Groups</a>",AZ-104 Networking NSG
A VNet (10.0.0.0/16) contains VM subnet (10.0.1.0/24) and AzureBastionSubnet (10.0.2.0/26). VMs must access internet for OS updates but should not be directly accessible from internet. Bastion provides admin access.<br><br>A) Associate NAT Gateway to VM subnet for outbound-only internet connectivity<br>B) Assign public IPs to VMs with NSG blocking inbound<br>C) Use Azure Firewall with forced tunneling,A) Associate NAT Gateway to VM subnet for outbound-only internet connectivity,"NAT Gateway provides managed outbound-only SNAT without exposing VMs to inbound internet connections. Scalable to 64K concurrent connections. Public IPs + NSG still expose attack surface and management overhead. Azure Firewall is more expensive for simple outbound access. NAT Gateway is purpose-built for secure outbound internet connectivity.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/nat-gateway/nat-overview"">Azure NAT Gateway</a>",AZ-104 Networking NAT
An application using Azure Application Gateway with WAF experiences intermittent 502 errors. Backend VMs (in App Service Environment) are healthy. Request timeout is set to 30 seconds but long-running API calls take up to 60 seconds to complete.<br><br>A) Increase Application Gateway backend request timeout setting to 90 seconds and adjust backend pool health probe timeout<br>B) Scale Application Gateway to larger SKU with more capacity units<br>C) Add more backend pool instances,A) Increase Application Gateway backend request timeout setting to 90 seconds and adjust backend pool health probe timeout,"502 Bad Gateway indicates timeout between gateway and backend. Default 30s timeout insufficient for 60s API calls. Increase request timeout (up to 86,400s) and align health probe timeout. Scaling capacity doesn't affect timeout behavior. Additional instances don't solve timeout issue. Timeout configuration addresses root cause.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/application-gateway/application-gateway-troubleshooting-502"">Troubleshoot 502 errors</a>",AZ-104 Networking Troubleshooting
A company requires DNS resolution for Azure Private Endpoints (*.privatelink.database.windows.net) across 50 VNets and on-premises network connected via ExpressRoute. Minimize DNS infrastructure management overhead.<br><br>A) Create Azure Private DNS zone with VNet links to all VNets and configure conditional forwarder on on-premises DNS to Azure DNS (168.63.129.16)<br>B) Deploy DNS VMs in each VNet with custom forwarding rules<br>C) Use on-premises DNS for all resolution with manual A records,A) Create Azure Private DNS zone with VNet links to all VNets and configure conditional forwarder on on-premises DNS to Azure DNS (168.63.129.16),"Azure Private DNS zone auto-resolves Private Endpoint FQDNs. VNet links enable resolution across all linked VNets. On-premises conditional forwarder to 168.63.129.16 enables hybrid resolution via ExpressRoute. DNS VMs require ongoing maintenance. Manual A records don't scale for dynamic endpoints. Private DNS with conditional forwarding provides scalable hybrid name resolution.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/private-link/private-endpoint-dns"">Azure Private Endpoint DNS</a>",AZ-104 Networking DNS
"Azure Front Door routes traffic to backend application servers. You need to ensure backends receive the original client IP address for logging and geolocation, not Front Door's IP.<br><br>A) Configure backends to read X-Forwarded-For header which Front Door populates with original client IP<br>B) Use Azure Application Gateway instead of Front Door<br>C) Enable IP forwarding on Front Door backend pool",A) Configure backends to read X-Forwarded-For header which Front Door populates with original client IP,"Front Door (Layer 7 proxy) adds X-Forwarded-For header containing original client IP. Backend applications must parse this header for true client IP. Application Gateway has same behavior. IP forwarding is Layer 3 concept not applicable to Layer 7 proxies. X-Forwarded-For is standard reverse proxy pattern for preserving client IP.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/frontdoor/front-door-http-headers-protocol"">HTTP headers in Azure Front Door</a>",AZ-104 Networking ApplicationDelivery
"You need to monitor VM availability and performance across 200 VMs in 5 subscriptions. Solution should collect performance counters (CPU, memory, disk) every minute, visualize trends, and alert on anomalies without installing agents on VMs.<br><br>A) Enable VM Insights with Azure Monitor Agent (AMA) installed via Azure Policy remediation task and Data Collection Rules (DCR)<br>B) Use Azure Advisor recommendations only<br>C) Configure diagnostic settings to send logs to Event Hub",A) Enable VM Insights with Azure Monitor Agent (AMA) installed via Azure Policy remediation task and Data Collection Rules (DCR),"VM Insights requires agents (AMA) but provides comprehensive performance monitoring. Policy remediation automates agent deployment at scale. DCRs define what data to collect (performance counters, events). Advisor provides recommendations not metrics. Event Hub doesn't visualize data. VM Insights + AMA + DCR is the complete VM monitoring stack.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/azure-monitor/vm/vminsights-overview"">VM insights overview</a>",AZ-104 Monitoring Performance
"A business-critical application requires monitoring of custom application metrics (concurrent connections, queue depth) with alerts when thresholds are exceeded. Metrics are generated by application code every 10 seconds.<br><br>A) Instrument application to emit custom metrics to Azure Monitor using Application Insights SDK and create metric alert rules<br>B) Write metrics to Storage Account and use Azure Functions to check thresholds<br>C) Send metrics to Event Hub and process with Stream Analytics",A) Instrument application to emit custom metrics to Azure Monitor using Application Insights SDK and create metric alert rules,"Application Insights SDK sends custom metrics to Azure Monitor. Metrics explorer visualizes data and alert rules trigger on thresholds with sub-minute latency. Storage + Functions adds delay and complexity. Event Hub + Stream Analytics over-engineered. Application Insights custom metrics integrate natively with Azure Monitor alerting platform.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/azure-monitor/app/api-custom-events-metrics"">Custom metrics and events</a>",AZ-104 Monitoring CustomMetrics
An application generates 100GB of logs daily in JSON format. Security team requires ability to query logs for the past 90 days using KQL and correlate with Azure AD sign-in logs. Archive logs older than 90 days to cold storage for 7 years.<br><br>A) Send application logs to Log Analytics workspace with 90-day interactive retention and configure data export to Storage Account Archive tier<br>B) Store logs directly in Blob Storage Archive tier and download for analysis<br>C) Use Application Insights with continuous export,A) Send application logs to Log Analytics workspace with 90-day interactive retention and configure data export to Storage Account Archive tier,"Log Analytics provides KQL querying and cross-workspace queries (correlate with AAD logs). Interactive retention (90 days) optimized for queries. Data export automatically archives to Storage Account after retention period. Archive tier minimizes 7-year retention costs. Direct blob storage lacks query engine. Continuous export deprecated. Log Analytics + Archive is the log management lifecycle solution.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/azure-monitor/logs/data-retention-archive"">Data retention and archive</a>",AZ-104 Monitoring LogManagement
"A company with 10,000 users requires enforcement of MFA for all administrators, but standard users should only authenticate with MFA when accessing resources from untrusted networks or risky sign-in attempts. The solution must minimize administrative overhead and support dynamic evaluation.<br><br>A) Configure Conditional Access policies with user risk and sign-in risk conditions targeting admin and user groups separately<br>B) Enable per-user MFA for all administrators and Security Defaults for standard users<br>C) Deploy Azure AD Identity Protection with user risk remediation policies only",A) Configure Conditional Access policies with user risk and sign-in risk conditions targeting admin and user groups separately,"Conditional Access provides granular control with conditions (user/sign-in risk, location, device state) and can target specific user groups. Risk-based policies evaluate real-time signals. Per-user MFA is static (not context-aware). Security Defaults apply uniform policies without granularity. Identity Protection provides risk detection but Conditional Access enforces policies. CA with risk conditions delivers adaptive MFA enforcement.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/active-directory/conditional-access/overview"">What is Conditional Access?</a>",AZ-104 IdentityGovernance ConditionalAccess
An organization uses Azure AD groups to manage access to 500 applications. Group membership changes daily based on HR data in a SQL database. Manually updating groups is error-prone. Users need access within 1 hour of HR updates.<br><br>A) Create dynamic Azure AD groups with membership rules using extensionAttribute populated via Azure AD Connect attribute-based filtering<br>B) Use Azure Automation runbook with Microsoft Graph API to synchronize SQL data to group membership hourly<br>C) Configure access packages with automatic assignment policies,A) Create dynamic Azure AD groups with membership rules using extensionAttribute populated via Azure AD Connect attribute-based filtering,"Dynamic groups automatically maintain membership based on user attributes (expressions evaluated every hour). Azure AD Connect synchronizes extension attributes from on-premises/SQL. Automation runbooks add complexity and API throttling concerns. Access packages are for entitlement management with approval workflows not dynamic group membership. Dynamic groups + attribute sync provide declarative, automated access management.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/active-directory/enterprise-users/groups-dynamic-membership"">Dynamic membership rules for groups</a>",AZ-104 IdentityGovernance DynamicGroups
"Your subscription has 50 resource groups with various resources (VMs, storage, networking). Finance requires a monthly cost breakdown showing which business unit (BU1, BU2, BU3) owns each resource. Resources are deployed by different teams using ARM templates and Portal.<br><br>A) Implement Azure Policy with Modify effect to enforce 'BusinessUnit' tag on all resources at subscription scope with remediation and use Cost Management for tag-based reporting<br>B) Create Azure Budgets for each business unit<br>C) Deploy Azure Cost Management with resource group naming conventions",A) Implement Azure Policy with Modify effect to enforce 'BusinessUnit' tag on all resources at subscription scope with remediation and use Cost Management for tag-based reporting,"Policy Modify effect enforces tags on all new resources and remediates existing non-compliant resources automatically. Cost Management aggregates costs by tag dimensions. Budgets alert on thresholds but don't track ownership attribution. Naming conventions don't integrate with cost reporting as cleanly as tags. Policy + tags + Cost Management provides automated cost attribution lifecycle.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/cost-management-billing/costs/cost-analysis-common-uses"">Common cost analysis uses</a>",AZ-104 IdentityGovernance CostManagement
A global organization operates in regions with data residency requirements. Azure resources in EU subscriptions must remain in EU datacenters permanently. Administrators must be prevented from moving resources to non-EU regions or creating resources in US regions.<br><br>A) Apply Azure Policy with Deny effect restricting allowed locations to EU regions at management group scope covering EU subscriptions<br>B) Use Azure RBAC to remove permissions for non-EU regions<br>C) Configure resource locks on all EU resource groups,A) Apply Azure Policy with Deny effect restricting allowed locations to EU regions at management group scope covering EU subscriptions,"Azure Policy with Deny effect prevents resource creation/movement to non-allowed locations (evaluated at deployment time). Management group scope enforces across multiple subscriptions. RBAC doesn't support geo-fencing (permissions aren't location-aware). Resource locks prevent deletion/modification but not location changes via recreation. Policy location restrictions provide compliance-enforced data residency.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/governance/policy/concepts/effects#deny"">Azure Policy Deny effect</a>",AZ-104 IdentityGovernance DataResidency
