Front,Back,Extra,Tags
You ingest source documents as JSON and must project specific fields into relational columns before embedding. Which SQL capability is most appropriate?<br><br>A) Spatial indexes with geography type<br>B) OPENJSON with explicit schema mapping<br>C) SQL Server Agent proxy accounts,"B) OPENJSON with explicit schema mapping<br><br>OPENJSON can shred JSON payloads into typed columns for downstream joins and embedding workflows.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/sql/relational-databases/json/json-data-sql-server"">JSON data in SQL Server and Azure SQL</a>",Spatial indexes and Agent proxies do not transform JSON payload structure into relational columns.,DP-800 AISolutionDesign DataIngestion
A team wants the assistant to cite where each generated statement came from. Which metadata practice should you apply during chunk storage?<br><br>A) Store only raw chunk text with no identifiers<br>B) Store chunk text plus source URI and offsets<br>C) Store only embeddings and discard original text,"B) Store chunk text plus source URI and offsets<br><br>Keeping source metadata with chunks enables citation and traceability in generated answers.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/architecture/ai-ml/guide/rag/rag-overview"">Retrieval-augmented generation overview</a>",Text without provenance cannot support citations. Embeddings alone lose human-readable evidence.,DP-800 RetrievalPatterns GroundingQuality
You must provide cross-region continuity for an AI-enabled transactional app using Azure SQL with low manual failover effort. What should you configure?<br><br>A) Auto-failover groups between paired regions<br>B) BACPAC export once per month<br>C) Client retry loops without secondary database,"A) Auto-failover groups between paired regions<br><br>Auto-failover groups provide managed geo-replication and endpoint redirection for continuity.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/azure-sql/database/auto-failover-group-sql-db"">Auto-failover groups</a>","Monthly exports are for backup portability, not near-continuous service. Retries cannot recover from region-wide database loss alone.",DP-800 PerformanceOperations BusinessContinuity
Legal asks for recovery to any point in the last 14 days after accidental data deletion. Which Azure SQL capability directly supports this?<br><br>A) Automatic tuning recommendations<br>B) Point-in-time restore from automated backups<br>C) Static data masking rules,"B) Point-in-time restore from automated backups<br><br>Point-in-time restore lets you recover a database to a selected timestamp within retention.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/azure-sql/database/recovery-using-backups"">Recover Azure SQL Database from backups</a>","Automatic tuning is for performance, and masking does not restore deleted data.",DP-800 PerformanceOperations BackupRecovery
"A development team keeps regenerating embeddings for unchanged documents, causing needless cost and latency. What is the best fix?<br><br>A) Rotate SQL admin passwords weekly<br>B) Cache embeddings and re-embed only changed content<br>C) Increase DTU/CPU tier permanently","B) Cache embeddings and re-embed only changed content<br><br>Change detection with embedding reuse avoids redundant model calls and lowers both latency and spend.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/ai-services/openai/how-to/embeddings"">Embeddings with Azure OpenAI</a>","Password rotation is unrelated, and scaling compute does not remove duplicate embedding requests.",DP-800 PerformanceOperations CostOptimization
You need to minimize SQL permissions for the AI app that only reads chunks and writes chat logs. Which approach follows least privilege?<br><br>A) Grant db_owner to simplify onboarding<br>B) Grant EXECUTE/SELECT/INSERT only on required objects<br>C) Use server admin for all production calls,"B) Grant EXECUTE/SELECT/INSERT only on required objects<br><br>Object-scoped permissions provide required access without broad administrative rights.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/azure-sql/database/authentication-aad-overview"">Microsoft Entra authentication for Azure SQL</a>",db_owner and server admin exceed the app’s functional need and increase blast radius.,DP-800 SecurityGovernance LeastPrivilege
A retrieval query orders by VECTOR_DISTANCE but returns inconsistent relevance because vector dimensions differ between rows. What should you enforce?<br><br>A) A fixed embedding model and consistent vector dimensions<br>B) A random model per microservice deployment<br>C) A mix of multilingual and monolingual dimensions,"A) A fixed embedding model and consistent vector dimensions<br><br>Distance math assumes comparable vectors; consistent dimensions and model family are required for meaningful similarity.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/ai-services/openai/how-to/embeddings"">Embeddings with Azure OpenAI</a>",Mixing dimensions breaks comparability and causes invalid or low-quality ranking behavior.,DP-800 AISolutionDesign EmbeddingStrategy
You need to protect sensitive terms in logs generated from assistant prompts and completions. Which practice is most appropriate?<br><br>A) Disable all monitoring permanently<br>B) Apply data classification and mask/redact before log persistence<br>C) Store raw prompts indefinitely for easier debugging,"B) Apply data classification and mask/redact before log persistence<br><br>Redaction and classification reduce exposure while preserving operational insight.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/sql/relational-databases/json/json-data-sql-server"">JSON data in SQL Server and Azure SQL</a>","No monitoring hurts operations, while raw indefinite storage raises privacy and compliance risk.",DP-800 SecurityGovernance PrivacyControls
A team wants to test retrieval quality before production by measuring whether relevant chunks appear in top-k results. Which evaluation is most useful?<br><br>A) Only track VM CPU usage<br>B) Only track number of SQL logins<br>C) Use relevance metrics like precision@k and recall@k,"C) Use relevance metrics like precision@k and recall@k<br><br>Retrieval metrics directly measure whether the system returns useful context for generation.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/architecture/ai-ml/guide/rag/rag-overview"">Retrieval-augmented generation overview</a>",Infrastructure metrics help capacity planning but do not prove retrieval relevance quality.,DP-800 RetrievalPatterns Evaluation
You need to improve semantic recall for long policy PDFs. Which preprocessing step is usually most effective?<br><br>A) Split text into coherent chunks before embedding<br>B) Embed the full 400-page document as one vector<br>C) Remove all headings and section boundaries,"A) Split text into coherent chunks before embedding<br><br>Chunking preserves local meaning and improves nearest-neighbor retrieval granularity.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/architecture/ai-ml/guide/rag/rag-overview"">Retrieval-augmented generation overview</a>",Single-vector whole documents lose detail; removing structure can reduce contextual quality.,DP-800 AISolutionDesign DataPreparation
"A database is encrypted with TDE, but auditors still report that privileged users can view sensitive query results. What additional control is needed?<br><br>A) Geo-backups with longer retention<br>B) Always Encrypted for sensitive columns<br>C) Larger compute tier for the database","B) Always Encrypted for sensitive columns<br><br>TDE secures storage media, while Always Encrypted protects sensitive values from plaintext exposure in query results.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/azure-sql/database/always-encrypted-azure-key-vault-configure"">Always Encrypted with Azure Key Vault</a>",Backups and compute sizing do not address data visibility at query time.,DP-800 SecurityGovernance DataProtection
A product catalog chatbot needs deterministic filtering by brand and region before semantic ranking. Which query pattern should you prefer?<br><br>A) Apply structured WHERE filters then vector similarity order<br>B) Run vector similarity first and filter later in app code<br>C) Use random sampling to reduce candidate rows,"A) Apply structured WHERE filters then vector similarity order<br><br>Database-side structured filters reduce candidate set early and keep retrieval aligned with hard constraints.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/azure-sql/database/vector-search-overview"">Vector search in Azure SQL Database</a>",Late filtering and random sampling can exclude relevant rows or waste compute.,DP-800 RetrievalPatterns QueryDesign
Operations wants automatic remediation when index recommendations repeatedly improve AI query latency. Which setting should you enable?<br><br>A) SQL auditing to Log Analytics only<br>B) Automatic index tuning in Azure SQL<br>C) Geo-replication seeding diagnostics,"B) Automatic index tuning in Azure SQL<br><br>Automatic tuning can create/drop indexes based on observed workload impact and validation.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/azure-sql/database/automatic-tuning-overview"">Automatic tuning in Azure SQL Database</a>",Auditing and replication diagnostics are operationally useful but do not tune indexes automatically.,DP-800 PerformanceOperations QueryTuning
An assistant must answer only from approved HR policies and refuse unsupported questions. What is the best guardrail?<br><br>A) Allow model answers from general pretraining knowledge<br>B) Prompt with policy context and enforce refusal when retrieval is empty<br>C) Disable retrieval to reduce latency,"B) Prompt with policy context and enforce refusal when retrieval is empty<br><br>Grounding plus explicit refusal logic prevents fabricated answers outside approved sources.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/architecture/ai-ml/guide/rag/rag-overview"">Retrieval-augmented generation overview</a>",General-pretraining-only responses and disabled retrieval increase hallucination and compliance risk.,DP-800 SecurityGovernance ResponsibleAI
You need to rotate encryption keys for client-side protected columns with minimal downtime. Which key architecture helps most?<br><br>A) Store keys only in local config files<br>B) Use column master keys in Azure Key Vault<br>C) Use SQL login passwords as encryption keys,"B) Use column master keys in Azure Key Vault<br><br>Azure Key Vault-backed CMKs support centralized key governance and operational rotation workflows.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/azure-sql/database/always-encrypted-azure-key-vault-configure"">Always Encrypted with Azure Key Vault</a>",Local files and SQL passwords are weaker key-governance patterns for regulated data.,DP-800 SecurityGovernance KeyManagement
"A retrieval pipeline pulls duplicate chunks from mirrored sources, causing repetitive answers. Which step should you add?<br><br>A) De-duplicate content with stable chunk hashes before embedding<br>B) Increase prompt temperature to 1.0<br>C) Disable source metadata collection","A) De-duplicate content with stable chunk hashes before embedding<br><br>Hash-based deduplication removes repeated context and improves response clarity and token efficiency.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/architecture/ai-ml/guide/rag/rag-overview"">Retrieval-augmented generation overview</a>",Temperature tuning and metadata removal do not eliminate duplicated source content.,DP-800 AISolutionDesign DataPreparation
Your team must expose SQL data to a model while preventing direct table access from the app. Which interface pattern is best?<br><br>A) Grant table SELECT on every schema<br>B) Use parameterized stored procedures for approved access paths<br>C) Allow ad hoc dynamic SQL from user prompts,"B) Use parameterized stored procedures for approved access paths<br><br>Stored procedures encapsulate business logic and narrow the execution surface for AI-driven requests.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/azure-sql/database/authentication-aad-overview"">Microsoft Entra authentication for Azure SQL</a>",Broad table access and dynamic SQL increase injection and overexposure risks.,DP-800 SecurityGovernance SecureAccess
A multilingual assistant uses one embedding model for English and another for French in the same search column. Retrieval quality drops. What is the main issue?<br><br>A) Autoscaling is disabled on the SQL server<br>B) Different embedding spaces are mixed in one similarity index<br>C) Query Store capture mode is set to AUTO,"B) Different embedding spaces are mixed in one similarity index<br><br>Vectors from different embedding spaces are not directly comparable, so distance rankings become unreliable.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/ai-services/openai/how-to/embeddings"">Embeddings with Azure OpenAI</a>",Autoscaling and Query Store settings are unrelated to embedding-space compatibility.,DP-800 RetrievalPatterns EmbeddingQuality
You need observability for AI query latency by stage (retrieval vs generation). What telemetry design is best?<br><br>A) Emit correlated trace IDs with per-stage duration metrics<br>B) Log only total request time with no stage detail<br>C) Record diagnostics only during major incidents,"A) Emit correlated trace IDs with per-stage duration metrics<br><br>Correlated stage-level telemetry isolates bottlenecks and supports reliable SLO tuning.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/azure-sql/database/intelligent-insights-overview"">Intelligent Insights</a>",Single totals and ad hoc incident logging hide where latency is introduced.,DP-800 PerformanceOperations Observability
A team uses direct string concatenation to build SQL from user prompts. Which remediation is most important?<br><br>A) Increase transaction log file size<br>B) Use parameterized queries or stored procedure parameters<br>C) Enable weekly full backups,"B) Use parameterized queries or stored procedure parameters<br><br>Parameterized execution prevents SQL injection and improves plan reuse stability.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/azure-sql/database/query-store"">Query Store in Azure SQL Database</a>",Log sizing and backup cadence do not prevent injection flaws.,DP-800 SecurityGovernance AppSecurity
A workload has bursty daytime usage and many small tenants. Cost must stay predictable while isolating noisy neighbors reasonably well. Which compute model is best?<br><br>A) Separate provisioned database for every tenant always<br>B) Single shared database with no workload controls<br>C) Elastic pools for grouped databases with shared resources,"C) Elastic pools for grouped databases with shared resources<br><br>Elastic pools smooth burst patterns across many databases and control cost while preserving database-level isolation.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/azure-sql/database/automatic-tuning-overview"">Automatic tuning in Azure SQL Database</a>",Dedicated databases for all tenants can be expensive; one fully shared database may weaken isolation and tuning flexibility.,DP-800 PerformanceOperations CostOptimization
You must keep generated SQL plans stable during rollout of a new retrieval feature and compare before/after regressions. Which feature should you rely on?<br><br>A) Query Store historical plan/runtime capture<br>B) Azure Policy initiative assignments<br>C) Database copy export to bacpac,"A) Query Store historical plan/runtime capture<br><br>Query Store provides per-query history and supports controlled plan analysis during feature rollout.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/azure-sql/database/query-store"">Query Store in Azure SQL Database</a>",Policy and export tools do not provide runtime plan history for regression comparison.,DP-800 PerformanceOperations QueryTuning
A chat assistant writes conversation history to SQL. You need to avoid unbounded table growth while preserving recent context. Which design is best?<br><br>A) Keep every message forever in one hot table<br>B) Use retention/archival policy with recent-window queries<br>C) Delete all history after each response,"B) Use retention/archival policy with recent-window queries<br><br>Retention plus archival controls storage growth while keeping practical conversational context.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/sql/relational-databases/json/json-data-sql-server"">JSON data in SQL Server and Azure SQL</a>",Keeping everything forever increases cost; deleting everything removes continuity.,DP-800 AISolutionDesign DataLifecycle
A model should answer with the newest policy text immediately after publication. Which indexing strategy helps most?<br><br>A) Rebuild embeddings once per quarter<br>B) Wait for nightly full reload only<br>C) Trigger incremental embedding updates on content change events,"C) Trigger incremental embedding updates on content change events<br><br>Event-driven incremental updates reduce staleness and keep retrieval aligned to latest approved content.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/ai-services/openai/how-to/embeddings"">Embeddings with Azure OpenAI</a>",Quarterly or nightly-only refresh may leave stale answers for long periods.,DP-800 RetrievalPatterns Freshness
You need to restrict which principals can run high-cost vector search procedures in production. What should you implement?<br><br>A) Dedicated database roles with EXECUTE grants on those procedures<br>B) Grant public role execute so every login can test<br>C) Rely on naming conventions in procedure names,"A) Dedicated database roles with EXECUTE grants on those procedures<br><br>Role-based EXECUTE permissions enforce controlled access to expensive or sensitive operations.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/azure-sql/database/authentication-aad-overview"">Microsoft Entra authentication for Azure SQL</a>",Public grants and naming conventions do not provide least-privilege enforcement.,DP-800 SecurityGovernance Authorization
"A question requires exact match on SKU code and semantic match on description text. Which result ordering strategy is best?<br><br>A) Sort purely by creation date<br>B) Filter by SKU first, then rank remaining rows by vector distance<br>C) Rank entire table by vector distance and ignore SKU","B) Filter by SKU first, then rank remaining rows by vector distance<br><br>Apply hard identifiers first, then semantic ranking for contextual relevance within valid candidates.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/azure-sql/database/vector-search-overview"">Vector search in Azure SQL Database</a>",Date sort and unfiltered vector ranking can return wrong SKUs despite semantic similarity.,DP-800 RetrievalPatterns HybridRetrieval
Compliance requires proving who changed prompt templates stored in SQL and when. Which capability is most appropriate?<br><br>A) Enable SQL auditing for data and schema change events<br>B) Rely on app team memory during incident review<br>C) Disable change tracking to reduce overhead,"A) Enable SQL auditing for data and schema change events<br><br>Auditing provides immutable event trails for accountability and compliance investigations.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/azure-sql/database/intelligent-insights-overview"">Intelligent Insights</a>",Informal memory and disabled tracking cannot satisfy evidentiary requirements.,DP-800 SecurityGovernance AuditCompliance
"After adding vector columns, update latency increased due to heavier write payloads. Which mitigation is best before scaling hardware?<br><br>A) Move all writes to a read-only replica<br>B) Profile write path and optimize indexing strategy<br>C) Disable transaction commits during peak hours","B) Profile write path and optimize indexing strategy<br><br>Measure write hotspots and adjust index/selectivity strategy before costly scale-up decisions.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/azure-sql/database/automatic-tuning-overview"">Automatic tuning in Azure SQL Database</a>","Read-only replicas cannot accept writes, and disabling commits is not a valid production strategy.",DP-800 PerformanceOperations WriteOptimization
A deployment pipeline must promote schema changes and retrieval procedures safely across dev/test/prod. Which approach is recommended?<br><br>A) Manual SSMS edits directly in production<br>B) Database project and CI/CD release gates<br>C) Ad hoc scripts pasted from chat logs,"B) Database project and CI/CD release gates<br><br>Database projects plus gated CI/CD provide repeatable, reviewable, environment-safe deployments.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/azure-sql/database/query-store"">Query Store in Azure SQL Database</a>",Manual or ad hoc script methods create drift and weak change control.,DP-800 AISolutionDesign DevOpsPractices
"You need to reduce hallucinations when retrieval returns low-similarity matches. Which runtime rule is best?<br><br>A) Set a similarity threshold and return ""insufficient context"" below it<br>B) Always force the model to answer anyway<br>C) Increase max tokens so the model can improvise","A) Set a similarity threshold and return ""insufficient context"" below it<br><br>Threshold-based refusal is a practical guardrail when retrieved evidence is weak.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/architecture/ai-ml/guide/rag/rag-overview"">Retrieval-augmented generation overview</a>",Forcing answers and improvisation increase unsupported claims.,DP-800 SecurityGovernance ResponsibleAI
A team wants one connection method for SQL and Azure OpenAI using Entra identities from Azure-hosted workloads. Which approach fits?<br><br>A) Shared SQL authentication and OpenAI API key files<br>B) Managed identity with token-based auth for both services<br>C) Anonymous public access with firewall IP allowlists,"B) Managed identity with token-based auth for both services<br><br>Managed identity enables secretless, centrally governed identity flows across Azure services.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/azure-sql/database/authentication-aad-overview"">Microsoft Entra authentication for Azure SQL</a>",Shared passwords/keys and anonymous access weaken security posture and governance.,DP-800 SecurityGovernance IdentityAccess
Retrieval quality is low because chunks exceed model context and split mid-sentence unpredictably. What preprocessing change helps most?<br><br>A) Use semantically aware chunk sizes with overlap<br>B) Disable punctuation before chunking<br>C) Store one chunk per entire document,"A) Use semantically aware chunk sizes with overlap<br><br>Meaningful chunk boundaries and overlap preserve context continuity for better retrieval.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/architecture/ai-ml/guide/rag/rag-overview"">Retrieval-augmented generation overview</a>",Punctuation stripping and document-wide chunks usually degrade semantic retrieval quality.,DP-800 AISolutionDesign DataPreparation
"You must analyze top failing AI queries and quickly identify whether failure came from retrieval or generation. Which schema design best supports this?<br><br>A) Separate event tables for retrieval metrics and generation outcomes keyed by request ID<br>B) Single text column storing opaque blobs only<br>C) No persistent telemetry, only console output","A) Separate event tables for retrieval metrics and generation outcomes keyed by request ID<br><br>Normalized event telemetry with shared request IDs supports root-cause analysis and trend reporting.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/azure-sql/database/intelligent-insights-overview"">Intelligent Insights</a>",Opaque blobs and transient console logs hinder systematic troubleshooting.,DP-800 PerformanceOperations Observability
A retrieval table has frequent inserts and similarity reads. Which index strategy is generally safer to start with?<br><br>A) Create many overlapping indexes immediately<br>B) Start with minimal necessary indexes and measure<br>C) Avoid every index including primary keys,"B) Start with minimal necessary indexes and measure<br><br>A measured minimal-index baseline avoids write amplification and allows evidence-based tuning.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/azure-sql/database/automatic-tuning-overview"">Automatic tuning in Azure SQL Database</a>",Too many indexes slow writes; no indexes hurts lookup and integrity performance.,DP-800 PerformanceOperations IndexStrategy
You need to isolate customer data per region for legal residency while keeping one application codebase. Which approach is best?<br><br>A) Single global database with region column only<br>B) One database per residency boundary with routing logic<br>C) Weekly exports to regional storage accounts only,"B) One database per residency boundary with routing logic<br><br>Regional database boundaries enforce residency at storage/compute level while app routing preserves shared code.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/azure-sql/database/auto-failover-group-sql-db"">Auto-failover groups</a>",A single global store may violate residency controls; exports alone do not serve operational workloads.,DP-800 SecurityGovernance DataResidency
"A team must migrate legacy FAQ text into a SQL-backed RAG system quickly while preserving source references. What should they do first?<br><br>A) Define ingestion mapping for text, metadata, and source links<br>B) Tune failover group policy before ingestion<br>C) Increase backup retention to maximum","A) Define ingestion mapping for text, metadata, and source links<br><br>A clear ingestion schema ensures each chunk carries retrievable content plus citation metadata from day one.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/sql/relational-databases/json/json-data-sql-server"">JSON data in SQL Server and Azure SQL</a>",Failover and backup settings are important but not the first step for content migration quality.,DP-800 AISolutionDesign DataIngestion
"During load testing, generation calls are fast but retrieval SQL is slow. Which action is most targeted?<br><br>A) Increase model max output tokens<br>B) Analyze execution plans and missing-index signals<br>C) Rotate OpenAI deployment names","B) Analyze execution plans and missing-index signals<br><br>SQL plan analysis and indexing diagnostics directly target retrieval-stage bottlenecks.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/azure-sql/database/query-store"">Query Store in Azure SQL Database</a>",Token limits and deployment naming do not optimize SQL retrieval performance.,DP-800 PerformanceOperations QueryTuning
You need to limit blast radius if an app identity is compromised. Which architecture helps most?<br><br>A) One shared identity for every environment<br>B) Use separate managed identities per environment and role<br>C) Grant contributor at subscription scope to app identity,"B) Use separate managed identities per environment and role<br><br>Scoped identities per environment/role constrain privilege and reduce cross-environment impact.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/azure-sql/database/authentication-aad-overview"">Microsoft Entra authentication for Azure SQL</a>",Shared broad identities increase lateral movement and impact severity.,DP-800 SecurityGovernance IdentityAccess
A retrieval procedure accepts user-entered filters for category and price range. How should input be handled?<br><br>A) Validate and parameterize all user inputs before SQL execution<br>B) Concatenate raw input directly into dynamic SQL<br>C) Trust UI validation only and skip server checks,"A) Validate and parameterize all user inputs before SQL execution<br><br>Server-side validation plus parameterization defends against injection and malformed query behavior.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/azure-sql/database/query-store"">Query Store in Azure SQL Database</a>",Client-only validation and raw concatenation are insufficient security controls.,DP-800 SecurityGovernance AppSecurity
Business users need predictable monthly cost for a moderate AI workload with occasional spikes. Which sizing approach is best initially?<br><br>A) Serverless only with no min/max controls<br>B) Provisioned tier with monitored right-sizing and scheduled review<br>C) Always choose highest tier to avoid all risk,"B) Provisioned tier with monitored right-sizing and scheduled review<br><br>A right-sized provisioned baseline with review cadence balances predictability and performance risk.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/azure-sql/database/automatic-tuning-overview"">Automatic tuning in Azure SQL Database</a>",Unbounded serverless settings or permanent overprovisioning can create cost surprises.,DP-800 PerformanceOperations CapacityPlanning
