Front,Back,Extra,Tags
"A web application uses Managed Identity to access Azure Key Vault, Cosmos DB, and Storage. The application runs in AKS and must minimize privilege by granting access only to specific Key Vault secrets, Cosmos DB containers, and Storage containers. Identity should not require credential management.<br><br>A) User-assigned Managed Identity with Azure RBAC at resource scope<br>B) System-assigned Managed Identity with access policies<br>C) Service Principal with certificate authentication","A) User-assigned Managed Identity with Azure RBAC at resource scope","User-assigned MI can be shared across pods and provides lifecycle management independent of workload. Azure RBAC grants granular permissions (e.g., specific secrets, containers). No credential management required. System-assigned MI is tied to single resource lifecycle. Service Principal requires certificate rotation and management.","AZ-305 IdentityGovernance Authorization"
"A multi-tenant application must authorize users to access resources in their own tenant based on custom claims (e.g., department, clearance level) evaluated dynamically from an HR system API during each request. Authorization rules must be centrally managed and auditable.<br><br>A) Azure AD with custom security attributes and Conditional Access policies<br>B) API Management with policy expressions and external authorization service<br>C) Application code with JWT claim validation","A) Azure AD with custom security attributes and Conditional Access policies","Custom security attributes allow storing custom claims (department, clearance) in Azure AD. Conditional Access policies evaluate claims dynamically per-request with external API integration. Centrally managed in Azure AD with audit logs. API Management doesn't provide identity-aware authorization at scale. Application code lacks centralized management and auditability.","AZ-305 IdentityGovernance Authorization"
"An organization has 100 subscriptions across 10 Azure AD tenants due to acquisitions. A project requires cross-tenant resource access with centralized identity management, unified billing, and consistent governance policies. Migration to a single tenant is not feasible in the short term.<br><br>A) Azure Lighthouse with delegated resource management<br>B) Azure AD B2B with guest access to each tenant<br>C) Azure Resource Mover to consolidate subscriptions","A) Azure Lighthouse with delegated resource management","Lighthouse enables cross-tenant management with Azure RBAC delegation. Managing tenant sees all resources in a unified view, enforces policies, and provides centralized billing. B2B guest access doesn't consolidate management or governance. Resource Mover relocates resources but doesn't solve multi-tenant governance challenges.","AZ-305 IdentityGovernance Governance"
"A machine learning application requires access to thousands of API keys, database passwords, and certificates across development, staging, and production environments. Secrets must be versioned, access must be audited, and applications must retrieve secrets without code changes when rotating.<br><br>A) Azure Key Vault with secret versioning and references in App Configuration<br>B) Azure App Service application settings with slot settings<br>C) Azure DevOps variable groups with secured variables","A) Azure Key Vault with secret versioning and references in App Configuration","Key Vault provides secret versioning, audit logs, automatic rotation notifications, and retrieval via URI (no code changes). App Configuration centrally manages references to Key Vault secrets per environment. App Service settings lack versioning and audit. DevOps variable groups are for CI/CD, not runtime secret access.","AZ-305 IdentityGovernance SecretManagement"
"A compliance requirement mandates recording every privileged operation (e.g., role assignments, policy changes, key access) across 200 Azure subscriptions with tamper-proof storage for 10 years. Logs must be searchable for forensic investigations.<br><br>A) Azure Activity Logs exported to Log Analytics with immutable storage archive<br>B) Azure Monitor with data export to Event Hubs<br>C) Azure Storage with append-only blob containers","A) Azure Activity Logs exported to Log Analytics with immutable storage archive","Activity Logs capture control plane operations (RBAC, policy, etc.). Export to Log Analytics enables KQL queries for investigations. Archive to immutable Storage (WORM policy) ensures tamper-proof retention for 10 years. Event Hubs is for streaming, not long-term storage. Append-only blobs lack query capabilities.","AZ-305 IdentityGovernance Monitoring"
"An application requires conditional access policies that deny access from non-corporate devices unless the user is in a specific security group and the application risk level is low. MFA must be required for all external network access regardless of device compliance.<br><br>A) Azure AD Conditional Access with multiple conditions and controls<br>B) Azure AD Identity Protection with risk-based policies<br>C) Azure Firewall with application rules","A) Azure AD Conditional Access with multiple conditions and controls","Conditional Access supports multiple conditions (device compliance, group membership, risk level, network location) combined with AND/OR logic. Controls enforce MFA or block access. Identity Protection calculates risk but doesn't enforce multi-condition policies. Azure Firewall operates at network layer, not identity layer.","AZ-305 IdentityGovernance Authentication"
"A global organization must route Azure Monitor Logs from 500 resources in 10 regions to separate Log Analytics workspaces per region for data residency compliance, with a central workspace for global queries. Regional logs must never leave their geography.<br><br>A) Diagnostic settings per resource with workspace destinations and cross-workspace queries<br>B) Azure Event Hubs with regional namespaces and Stream Analytics<br>C) Azure Data Factory with regional pipelines copying logs","A) Diagnostic settings per resource with workspace destinations and cross-workspace queries","Diagnostic settings send resource logs to region-specific workspaces (ensures data residency). Cross-workspace queries in Log Analytics aggregate data for global analysis without moving data. Event Hubs adds complexity without log retention. Data Factory is for data movement, violating residency requirements.","AZ-305 IdentityGovernance Monitoring"
"A containerized application on AKS must authenticate to Azure SQL, Key Vault, and Cosmos DB using Managed Identity without storing credentials. Different pods must have different permissions based on workload identity. Solution must support Kubernetes RBAC integration.<br><br>A) Azure AD Workload Identity with federated credentials<br>B) System-assigned Managed Identity on AKS cluster<br>C) Service Principal per pod with Kubernetes secrets","A) Azure AD Workload Identity with federated credentials","Workload Identity federates Kubernetes service accounts with Azure AD identities, enabling per-pod identity with Managed Identity benefits. Integrates with Kubernetes RBAC. System-assigned MI applies cluster-wide, not per-pod. Service Principals require credential management in secrets.","AZ-305 IdentityGovernance Authentication"
"An enterprise must enforce that all resource groups in 50 subscriptions inherit tags (CostCenter, Environment, Owner) from parent management groups. New resource groups without these tags must be denied creation. Existing non-compliant groups must be tagged automatically.<br><br>A) Azure Policy with Deny and Modify effects at management group scope<br>B) Azure Resource Manager templates with required parameters<br>C) Azure Automation runbook triggered by Event Grid","A) Azure Policy with Deny and Modify effects at management group scope","Azure Policy Deny effect prevents creation of non-compliant resource groups. Modify effect auto-remediates existing resources by adding missing tags. Inherit tag policies copy tags from management group. ARM templates don't enforce tags at scale. Runbooks add operational overhead and delay.","AZ-305 IdentityGovernance Governance"
"A workload requires monitoring 200 VMs for CPU, memory, disk, and network metrics with sub-minute granularity. Alerts must trigger when average CPU exceeds 80% across all VMs for 3 minutes or when any single VM disk space drops below 10%. Custom performance counters must be collected.<br><br>A) Azure Monitor VM Insights with metrics and alert rules<br>B) Log Analytics with performance counters and scheduled queries<br>C) Azure Monitor Logs with diagnostics extension","A) Azure Monitor VM Insights with metrics and alert rules","VM Insights automatically collects detailed performance metrics with 1-minute granularity, including custom counters, with minimal configuration. Alert rules support multi-resource conditions (average across VMs) and single-resource thresholds. Log-based monitoring adds query latency vs. near-real-time metrics.","AZ-305 IdentityGovernance Monitoring"
"A regulated workload must ensure administrators cannot assign themselves privileged roles without approval. All role activations require justification and time-bound access (maximum 8 hours). Security team must review all activations weekly.<br><br>A) Azure AD Privileged Identity Management with approval workflow and access reviews<br>B) Azure Policy with role assignment restrictions<br>C) Azure RBAC with custom roles and deny assignments","A) Azure AD Privileged Identity Management with approval workflow and access reviews","PIM enforces approval workflows for role activation, requires justification, and limits access duration (configurable up to 8 hours). Access reviews provide periodic certification of privileged access. Azure Policy can't control role activation workflows. RBAC doesn't support approval or JIT.","AZ-305 IdentityGovernance IdentityGovernance"
"A financial application stores transaction records in Azure SQL Database with millions of INSERTs per day. Data older than 90 days is rarely queried but must be retained for 7 years for compliance. Recent data requires sub-second query performance. Solution must minimize costs.<br><br>A) SQL Database with temporal tables and automatic data archiving to Azure Storage<br>B) SQL Database with partitioning and read replicas<br>C) Cosmos DB with TTL and change feed to Archive Storage","A) SQL Database with temporal tables and automatic data archiving to Azure Storage","Temporal tables provide automatic historical data tracking. Data retention policies automatically move old data to cheaper Azure Storage (reducing SQL storage costs) while maintaining queryability. Partitioning improves performance but doesn't reduce costs. Cosmos DB TTL deletes data, not archives it.","AZ-305 DataStorage RelationalData"
"A global e-commerce platform requires a database with single-digit millisecond reads/writes from 20 geographic regions, with automatic conflict resolution for concurrent updates. Data must be strongly consistent in the primary region and eventually consistent globally. RPO must be zero.<br><br>A) Azure Cosmos DB with multi-region writes and custom conflict resolution<br>B) Azure SQL Database with active geo-replication<br>C) Azure Database for PostgreSQL with read replicas","A) Azure Cosmos DB with multi-region writes and custom conflict resolution","Cosmos DB supports multi-region writes with configurable consistency levels (strong in primary, eventual globally). Custom conflict resolution policies (last-writer-wins, custom procedures) handle concurrent updates. Zero RPO with synchronous replication in write regions. SQL geo-replication requires manual failover and doesn't support multi-write. PostgreSQL replicas are read-only.","AZ-305 DataStorage RelationalData"
"A data warehouse stores 500 TB of historical sales data queried monthly for executive reports. Queries analyze 3-5 years of data with complex aggregations. Current solution uses Azure SQL Database at DTU premium tier with monthly costs exceeding $15,000. Queries can tolerate 30-second start latency.<br><br>A) Azure Synapse Analytics serverless SQL pool with data in Azure Data Lake Storage<br>B) Azure SQL Database with read-scale-out replicas<br>C) Azure Cosmos DB with analytical store","A) Azure Synapse Analytics serverless SQL pool with data in Azure Data Lake Storage","Serverless SQL pool charges only for data scanned during queries (pay-per-query), not continuous compute. Ideal for infrequent querying of massive datasets in ADLS Gen2. Supports complex SQL analytics. Read replicas reduce primary load but don't reduce costs. Cosmos DB analytical store suited for operational analytics, not data warehouse scale.","AZ-305 DataStorage RelationalData"
"A SaaS application serves 10,000 tenants with isolated databases per tenant (database-per-tenant model). Each tenant database is 5-50 GB. The solution must maximize resource utilization, simplify management, and provide per-tenant performance isolation with automatic scaling.<br><br>A) Azure SQL Database elastic pools with per-database min/max eDTU settings<br>B) Azure SQL Managed Instance with collocation<br>C) Separate SQL Database servers per tenant","A) Azure SQL Database elastic pools with per-database min/max eDTU settings","Elastic pools share resources across multiple databases (cost efficiency) while allowing per-database limits (performance isolation). Automatically scales resources based on aggregate demand. Simplifies management (single pool vs. thousands of servers). Managed Instance doesn't offer per-database resource controls. Separate servers maximize cost and management complexity.","AZ-305 DataStorage RelationalData"
"A machine learning workload stores 10 PB of unstructured training data (images, videos) accessed randomly during model training. Data is write-once, read-many with training jobs requiring maximum throughput. Data must be encrypted with customer-managed keys and support lifecycle management to archive data after 180 days.<br><br>A) Azure Blob Storage Premium block blobs with lifecycle management and CMK<br>B) Azure Data Lake Storage Gen2 with hierarchical namespace<br>C) Azure Files Premium with SMB protocol","A) Azure Blob Storage Premium block blobs with lifecycle management and CMK","Premium block blobs provide highest throughput for random access workloads. Lifecycle management policies automatically move data to Archive tier after 180 days. Supports CMK encryption. ADLS Gen2 optimized for analytics (sequential reads), not random access ML training. Azure Files suited for shared file systems, not blob-scale ML datasets.","AZ-305 DataStorage UnstructuredData"
"A healthcare application stores millions of DICOM medical images (each 50-500 MB) that must be available for immediate retrieval during patient visits. Images older than 5 years are accessed less than once per year but must remain retrievable within 15 hours. Solution must minimize storage costs.<br><br>A) Azure Blob Storage Hot tier with lifecycle policy to Archive tier after 5 years<br>B) Azure Blob Storage Cool tier with manual migration<br>C) Azure Files with tiering to Azure NetApp Files","A) Azure Blob Storage Hot tier with lifecycle policy to Archive tier after 5 years","Hot tier provides immediate access for recent images. Lifecycle policies automatically transition blobs to Archive tier after 5 years (lowest cost). Archive retrieval supports rehydration within 15 hours. Cool tier more expensive than Archive for rarely accessed data. Azure Files doesn't support automatic tiering to low-cost archive.","AZ-305 DataStorage UnstructuredData"
"A financial services application stores audit logs as JSON files in Azure Storage, totaling 50 TB annually. Logs must be immutable for 7 years (WORM compliance), queryable without moving data, and support granular access control per compliance team reviewing specific log types.<br><br>A) Azure Data Lake Storage Gen2 with immutable blob storage and Azure RBAC<br>B) Azure Blob Storage with legal hold and shared access signatures<br>C) Azure Cosmos DB with analytical store and TTL","A) Azure Data Lake Storage Gen2 with immutable blob storage and Azure RBAC","ADLS Gen2 immutable storage provides time-based retention (WORM) for compliance. Native querying via Synapse/Databricks without data movement. Hierarchical namespace enables folder-level RBAC for granular access control. Legal hold doesn't enforce time-based retention automatically. Cosmos DB unsuited for massive log file storage.","AZ-305 DataStorage UnstructuredData"
"A media streaming platform stores 100 TB of video files in Azure Storage, accessed by 1 million users globally. Content must be delivered with low latency worldwide, with 95% of requests served within 50ms. Storage costs must be minimized while maintaining high availability.<br><br>A) Azure Blob Storage with Azure CDN Premium and geo-redundant storage<br>B) Azure Storage with read-access geo-redundant storage and geofiltering<br>C) Azure Files Premium with global file sync","A) Azure Blob Storage with Azure CDN Premium and geo-redundant storage","Azure CDN caches content at edge locations globally (low-latency delivery). Premium CDN provides advanced caching rules and performance optimization. GRS provides storage redundancy. RA-GRS without CDN can't meet 50ms latency globally. Azure Files Premium lacks CDN integration for web delivery.","AZ-305 DataStorage UnstructuredData"
"A data analytics workload processes 5 TB of IoT telemetry daily, stored as Parquet files in Azure Storage. Queries filter by device ID, timestamp, and sensor type. Data scientists run ad-hoc queries requiring sub-second results filtering on metadata without scanning entire files.<br><br>A) Azure Data Lake Storage Gen2 with Azure Synapse Analytics and partition pruning<br>B) Azure Blob Storage with Azure Data Explorer<br>C) Azure Table Storage with partition and row keys","A) Azure Data Lake Storage Gen2 with Azure Synapse Analytics and partition pruning","ADLS Gen2 hierarchical namespace enables folder partitioning by device/timestamp. Synapse serverless SQL pools support partition pruning (only scans relevant partitions), dramatically reducing query time and cost. Data Explorer suited for time-series, not file-based analytics. Table Storage doesn't support Parquet or complex queries.","AZ-305 DataStorage UnstructuredData"
"A enterprise data warehouse ingests data from 50 on-premises SQL Server databases, 20 SaaS applications (Salesforce, SAP), and 100 Azure services. Data must be transformed and loaded nightly into Azure Synapse Analytics. Solution requires no-code data integration with monitoring and error handling.<br><br>A) Azure Data Factory with mapping data flows and monitoring pipelines<br>B) Azure Databricks with Spark jobs and notebooks<br>C) Azure Logic Apps with connectors and workflows","A) Azure Data Factory with mapping data flows and monitoring pipelines","Data Factory provides 90+ native connectors for on-premises, SaaS, and Azure sources. Mapping data flows offer no-code visual ETL. Built-in monitoring, alerting, and retry logic. Databricks requires code (Spark) and lacks pre-built connectors. Logic Apps suited for workflows, not large-scale ETL.","AZ-305 DataStorage DataIntegration"
"A retail company has data in Azure SQL Database, Cosmos DB, and Data Lake Storage that must be combined for Power BI dashboards with sub-second query performance. Data refreshes every 15 minutes. Business users require self-service querying without understanding underlying storage technologies.<br><br>A) Azure Synapse Analytics with serverless SQL pools and logical data warehouse<br>B) Azure Data Factory with incremental copies to Synapse dedicated pool<br>C) Power BI DirectQuery to each data source","A) Azure Synapse Analytics with serverless SQL pools and logical data warehouse","Serverless SQL pools create unified views across SQL, Cosmos, and ADLS without data movement. Supports T-SQL queries over heterogeneous sources. Integrates natively with Power BI. Dedicated pools require data movement (latency, cost). DirectQuery to multiple sources lacks performance optimization and unified schema.","AZ-305 DataStorage DataIntegration"
"A financial application stores transactional data in Azure SQL Database (100 GB, 10,000 transactions/sec) and requires read-only analytics queries without impacting OLTP performance. Analytics queries scan large date ranges and execute every 5 minutes. Solution must minimize costs and replication lag.<br><br>A) SQL Database Hyperscale with read-scale-out replicas<br>B) SQL Database with active geo-replication and read replica<br>C) Cosmos DB with analytical store","A) SQL Database Hyperscale with read-scale-out replicas","Hyperscale read replicas provide near-zero replication lag, isolate analytics workload from primary OLTP, and scale independently. Supports up to 4 read replicas included in pricing. Geo-replication designed for disaster recovery, not analytics offloading, with higher replication lag. Cosmos DB requires data migration from SQL.","AZ-305 DataStorage DataIntegration"
"A healthcare organization stores patient records in Azure SQL Database and must replicate data to Azure Synapse Analytics nightly for compliance reporting. Data contains PII that must be masked during replication. Failed pipelines must retry up to 3 times with alerts to operations team.<br><br>A) Azure Data Factory with masking transformations, retry policy, and alert actions<br>B) Azure SQL Data Sync with firewall rules<br>C) Azure Synapse pipeline with stored procedures","A) Azure Data Factory with masking transformations, retry policy, and alert actions","Data Factory mapping data flows support column-level masking transformations. Pipeline retry policies handle transient failures. Alert actions integrate with email, Logic Apps, or webhook. SQL Data Sync for bidirectional sync between SQL databases, not analytics. Synapse pipelines lack built-in masking and sophisticated error handling.","AZ-305 DataStorage DataIntegration"
"A manufacturing IoT solution captures time-series sensor data (temperature, pressure, vibration) from 100,000 devices at 1 event/second/device. Data must be stored for 1 year with queries aggregating by device, sensor type, and time windows. Solution must optimize for time-series queries and minimize costs.<br><br>A) Azure Data Explorer with time-series optimized storage and materialized views<br>B) Azure Cosmos DB with time-series containers<br>C) Azure SQL Database with time-series tables","A) Azure Data Explorer with time-series optimized storage and materialized views","Data Explorer purpose-built for time-series analytics with columnar storage, automatic data compression, and time-series functions (aggregations, interpolation). Materialized views pre-compute aggregations for fast queries. Scales to billions of events. Cosmos DB expensive for massive time-series. SQL time-series lacks native time-series optimizations.","AZ-305 DataStorage DataIntegration"
"A media company stores 50 TB of JSON event logs in Azure Data Lake Storage Gen2. Data scientists require SQL querying without moving data or provisioning databases. Queries execute 10-20 times per month analyzing specific date ranges (1-7 days of data per query).<br><br>A) Azure Synapse Analytics serverless SQL pool with OPENROWSET<br>B) Azure Databricks with Delta Lake<br>C) Azure Data Factory with data flows","A) Azure Synapse Analytics serverless SQL pool with OPENROWSET","Serverless SQL pools enable T-SQL queries directly over files in ADLS Gen2 using OPENROWSET (no data movement). Pay-per-query pricing ideal for infrequent usage. Supports JSON parsing. Databricks requires Spark knowledge and continuous compute. Data Factory for ETL, not ad-hoc querying.","AZ-305 DataStorage DataIntegration"
"A global application stores customer profile data (name, address, preferences) totaling 10 TB. Data must be replicated across 5 Azure regions with automatic failover, strong consistency for reads/writes in the primary region, and eventual consistency in secondary regions. RPO must be zero in the primary region.<br><br>A) Azure Cosmos DB with multi-region writes and session consistency in primary region<br>B) Azure SQL Database with auto-failover groups and synchronous replication<br>C) Azure Storage with geo-redundant storage","A) Azure Cosmos DB with multi-region writes and session consistency in primary region","Cosmos DB supports multi-region writes with tunable consistency (strong in primary via bounded staleness, eventual in secondary). Automatic failover with RPO zero via synchronous replication in write region. SQL auto-failover limited to 2 regions with async secondary. GRS for blobs, not structured profile data with consistency requirements.","AZ-305 DataStorage DataProtection"
"A database workload requires 1 TB storage that doubles annually. Current Azure SQL Database General Purpose tier approaches max capacity. Workloads are transaction-heavy (50,000 IOPS) with unpredictable scaling. Solution must support growth to 100 TB without downtime and scale storage independently from compute.<br><br>A) Azure SQL Database Hyperscale tier<br>B) Azure SQL Managed Instance<br>C) Azure Cosmos DB with autoscale","A) Azure SQL Database Hyperscale tier","Hyperscale tier scales storage independently to 100 TB+ without downtime. Supports high IOPS (up to 100,000+) and instant snapshots. Storage auto-grows on demand. Managed Instance limited to 8-16 TB depending on hardware. Cosmos DB requires application refactoring for NoSQL model.","AZ-305 DataStorage DatabaseScalability"
"A web application database experiences predictable load of 1,000 DTU during business hours (8 AM - 6 PM) and 100 DTU overnight. Database must automatically scale down overnight to reduce costs and scale up before business hours to maintain performance.<br><br>A) Azure SQL Database serverless tier with auto-pause and auto-resume<br>B) Azure SQL Database with Azure Automation scaling scripts<br>C) Azure SQL Elastic Pool with DTU-based scaling","A) Azure SQL Database serverless tier with auto-pause and auto-resume","Serverless tier automatically scales compute based on workload demand (1-100 DTU equivalent in vCores) and pauses during inactivity (no compute charges). Auto-resumes on first request. Ideal for intermittent workloads. Automation scripts add operational overhead and delay. Elastic pools for multi-database scenarios, not single database with predictable patterns.","AZ-305 DataStorage DatabaseScalability"
"A video processing application encodes uploaded videos (1 TB per day) and stores results in Azure Blob Storage. Processing occurs in batches nightly. Current solution uses locally redundant storage (LRS). Business requires protection against regional failures with 4-hour RPO and automatic failover.<br><br>A) Geo-redundant storage (GRS) with read-access geo-redundant storage (RA-GRS)<br>B) Zone-redundant storage (ZRS) with lifecycle management<br>C) Locally redundant storage with Azure Backup","A) Geo-redundant storage (GRS) with read-access geo-redundant storage (RA-GRS)","GRS replicates data to secondary region (300+ miles away), providing regional disaster recovery. RA-GRS enables read access to secondary region during primary outage. RPO typically 15 minutes (well within 4 hours). ZRS protects against zone failures in single region. Azure Backup for long-term retention, not geo-redundancy.","AZ-305 DataStorage DataProtection"
"A financial application requires hybrid connectivity between on-premises data center and Azure SQL Database with <10ms latency, private connectivity (no public internet), and throughput up to 10 Gbps. Solution must support multiple subscriptions and virtual networks.<br><br>A) ExpressRoute with private peering and VNet integration<br>B) Site-to-site VPN with VPN Gateway<br>C) Azure SQL Database private endpoint with VPN","A) ExpressRoute with private peering and VNet integration","ExpressRoute provides dedicated private connection (bypasses internet) with predictable latency <10ms and bandwidth up to 100 Gbps. Supports VNet peering across subscriptions. Site-to-site VPN limited to 1.25 Gbps per tunnel with variable latency over internet. Private endpoint provides private IP but doesn't solve hybrid connectivity.","AZ-305 DataStorage DataProtection"
"A mission-critical application requires Azure SQL Database to withstand datacenter failures within a region with RPO of zero and RTO under 1 minute. The database must continue operating without data loss during zone outages.<br><br>A) Azure SQL Database Business Critical tier with zone-redundant configuration<br>B) Azure SQL Database with active geo-replication<br>C) Azure SQL Managed Instance with zone redundancy","A) Azure SQL Database Business Critical tier with zone-redundant configuration","Business Critical tier with zone redundancy replicates database synchronously across 3 availability zones (RPO zero). Automatic failover occurs within 30-60 seconds (RTO <1 min). Geo-replication provides regional redundancy but asynchronous (RPO >0). Managed Instance zone redundancy available but for instance-level, not matching single database requirement.","AZ-305 BusinessContinuity HighAvailability"
"A containerized microservices application on AKS must remain available during node failures, planned maintenance, and zone outages. Services must autoscale from 10 to 100 pods based on CPU and custom metrics (queue depth). Solution must support multiple node pools across availability zones.<br><br>A) AKS with system node pool zone-spanning and user node pools per zone with HPA and KEDA<br>B) Azure Container Instances with Azure Front Door<br>C) App Service for Containers with scaling rules","A) AKS with system node pool zone-spanning and user node pools per zone with HPA and KEDA","AKS system node pool across zones ensures control plane HA. User node pools distributed across zones provide workload resilience. HPA (Horizontal Pod Autoscaler) scales on CPU/memory. KEDA scales on custom metrics (queue depth, etc.). ACI doesn't support Kubernetes orchestration. App Service for Containers limited container orchestration capabilities.","AZ-305 BusinessContinuity HighAvailability"
