Front,Back,Extra,Tags
"A team needs a low-code, self-service way to cleanse and reshape data from many sources using a familiar Power Query experience, landing results in a Lakehouse. Which Fabric item is most appropriate?<br><br>A) A Dataflow Gen2, which offers Power Query-based transformations with output destinations like Lakehouse<br>B) A notebook, because Spark code gives the fastest possible path for citizen-analyst transformations<br>C) A KQL queryset, since KQL is the standard language for reshaping relational batch data in Fabric","A) A Dataflow Gen2, which offers Power Query-based transformations with output destinations like Lakehouse<br><br>Dataflow Gen2 provides a low-code Power Query interface with many connectors and configurable output destinations, ideal for self-service ETL.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/fabric/data-factory/dataflows-gen2-overview"">Dataflow Gen2 overview - Microsoft Fabric</a>","Notebooks are powerful but code-first, not ideal for citizen analysts. KQL targets telemetry/log analytics in Eventhouse, not general Power Query reshaping. Dataflow Gen2 matches the low-code requirement.",DP-700 ImplementManage OrchestrationChoice
"A pipeline should trigger automatically whenever a new file lands in a specific ADLS Gen2 path, rather than on a fixed clock schedule. Which trigger type do you configure?<br><br>A) A scheduled trigger set to poll the folder every minute and copy whatever files it happens to find<br>B) A storage event trigger that fires the pipeline in response to blob-created events on the path<br>C) A tumbling window trigger that processes fixed historical time slices regardless of file arrival","B) A storage event trigger that fires the pipeline in response to blob-created events on the path<br><br>Storage event triggers subscribe to blob-created/deleted events, launching the pipeline immediately when matching files arrive.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/fabric/data-factory/pipeline-storage-event-triggers"">Storage event triggers - Microsoft Fabric</a>","Scheduled polling adds latency and wasted runs. Tumbling window triggers are time-slice based, not file-arrival based. Event-based triggers give near-real-time reaction to new data.",DP-700 ImplementManage EventBasedTriggers
"You want one pipeline definition to load 20 tables, passing each table name in at runtime instead of copying the pipeline 20 times. Which technique should you use?<br><br>A) Use pipeline parameters with a ForEach activity that iterates a table list and passes dynamic expressions<br>B) Hardcode 20 copy activities, one per table, to keep each mapping explicit and easy to read<br>C) Create 20 separate pipelines and schedule them all so each table has its own isolated definition","A) Use pipeline parameters with a ForEach activity that iterates a table list and passes dynamic expressions<br><br>Parameterizing the pipeline and looping with ForEach over a metadata-driven list makes the load reusable and maintainable for many tables.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/fabric/data-factory/parameters"">Parameters and dynamic expressions - Microsoft Fabric</a>",Hardcoding or duplicating pipelines multiplies maintenance and errors. Metadata-driven ForEach with parameters is the standard scalable orchestration pattern.,DP-700 ImplementManage OrchestrationParameters
"Before promoting content with a deployment pipeline, you must confirm exactly which items differ between the Development and Test stages. What does the pipeline provide?<br><br>A) A full data diff that compares every row of every table so you can validate transformed values<br>B) A git blame view that attributes each metadata change to the specific developer who made it<br>C) A stage comparison that highlights items which are new, changed, or identical between two stages","C) A stage comparison that highlights items which are new, changed, or identical between two stages<br><br>Deployment pipelines show item-level comparison indicators (different, new, same) so you know what a deployment will change before you run it.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/fabric/cicd/deployment-pipelines/understand-the-deployment-process"">Understand the deployment process - Microsoft Fabric</a>","Pipelines compare item metadata, not row-level data. Git blame is a source-control feature, not part of deployment pipelines. The stage comparison is the pre-deploy safety check.",DP-700 ImplementManage DeploymentPipelines
"A team practices trunk-based development and needs each engineer to work on isolated changes in Fabric before merging. Which Git integration workflow supports this?<br><br>A) Everyone connects the same workspace to the main branch and edits items directly in shared main<br>B) Each engineer connects a workspace to a feature branch, commits changes, then opens a pull request to main<br>C) Engineers export items to local files and email them to a lead who applies changes to production","B) Each engineer connects a workspace to a feature branch, commits changes, then opens a pull request to main<br><br>Branching per feature with workspace-to-branch mapping enables isolated development and PR-based review before merging to main.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/fabric/cicd/git-integration/manage-branches"">Manage branches - Microsoft Fabric</a>","Editing shared main directly removes isolation and review. File-and-email workflows have no history or safety. Feature branches plus pull requests are the supported, reviewable pattern.",DP-700 ImplementManage VersionControl
You need OneLake data in a Lakehouse to appear inside another workspace's Lakehouse without copying or duplicating storage. Which capability should you use?<br><br>A) A pipeline copy activity that physically replicates the files into the second Lakehouse on a recurring schedule<br>B) A OneLake shortcut that references the source location so data is accessed in place without duplication<br>C) A deployment pipeline that promotes the entire Lakehouse item into the other workspace each night,"B) A OneLake shortcut that references the source location so data is accessed in place without duplication<br><br>OneLake shortcuts create virtual references to data in another location, exposing it without copying, so a single copy serves many consumers.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/fabric/onelake/onelake-shortcuts"">OneLake shortcuts - Microsoft Fabric</a>","Copy activities duplicate storage and add latency. Deployment pipelines move item definitions between stages, not live data references. Shortcuts give zero-copy access.",DP-700 IngestTransform Shortcuts
"An operational Azure SQL Database must be continuously replicated into Fabric for analytics with near-real-time freshness and no custom ETL to maintain. Which approach is best?<br><br>A) A nightly Dataflow Gen2 full reload that truncates and reloads every table from the source each night<br>B) A manual weekly export to CSV that engineers import into a Lakehouse and then transform by hand<br>C) Fabric mirroring, which continuously replicates the source database into OneLake with minimal setup","C) Fabric mirroring, which continuously replicates the source database into OneLake with minimal setup<br><br>Mirroring provides low-latency, managed replication of supported databases into OneLake in Delta format without hand-built pipelines.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/fabric/database/mirrored-database/overview"">Mirroring overview - Microsoft Fabric</a>",Nightly full reloads are heavy and stale between runs. Manual CSV exports are error-prone and infrequent. Mirroring is purpose-built for continuous near-real-time replication.,DP-700 IngestTransform Mirroring
"A dimension table must retain history so that when a customer's city changes, past facts still map to the old city. Which loading pattern implements this?<br><br>A) Slowly changing dimension Type 1, overwriting the city so only the current value is ever stored<br>B) Slowly changing dimension Type 2, adding a new row version with effective dates to preserve history<br>C) A truncate-and-reload that rebuilds the dimension nightly so it always reflects the latest source values","B) Slowly changing dimension Type 2, adding a new row version with effective dates to preserve history<br><br>SCD Type 2 inserts a new versioned row (with start/end dates and a current flag) on change, preserving historical attribute values for accurate fact mapping.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/fabric/data-warehouse/dimensional-modeling-dimension-tables"">Dimension tables - Microsoft Fabric</a>",Type 1 overwrites and loses history. Truncate-and-reload also discards prior states. Type 2 versioning is required when historical accuracy of dimension attributes matters.,DP-700 IngestTransform LoadingPatterns
"A large fact table is loaded daily, and you must ingest only rows changed since the last run to avoid reprocessing billions of historical records. Which pattern applies?<br><br>A) A full load that reads the entire source table every day to guarantee nothing is ever missed even for unchanged rows<br>B) A random sample load that ingests a subset each day and reconstructs totals through extrapolation<br>C) An incremental load using a watermark column to select only records newer than the last load time","C) An incremental load using a watermark column to select only records newer than the last load time<br><br>Incremental loading tracks a high-water mark (such as a modified timestamp) and pulls only new/changed rows, minimizing cost and runtime.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/fabric/data-factory/tutorial-incremental-copy-data-warehouse"">Incrementally load data - Microsoft Fabric</a>",Full loads waste compute at scale. Sampling loses data and is not a valid load strategy. Watermark-based incremental loading is the standard high-volume pattern.,DP-700 IngestTransform IncrementalLoads
"For a new analytics workload, engineers primarily write PySpark and need open Delta tables plus files, with a SQL analytics endpoint for read queries. Which store should they choose?<br><br>A) A Fabric Warehouse, since it is optimized for T-SQL writes and does not support Spark table creation at all<br>B) A Fabric Lakehouse, which stores Delta tables and files and exposes a read-only SQL analytics endpoint<br>C) A KQL database, because it is the general-purpose store for Spark-based batch engineering in Fabric","B) A Fabric Lakehouse, which stores Delta tables and files and exposes a read-only SQL analytics endpoint<br><br>The Lakehouse is Spark-first, stores Delta tables and unstructured files in OneLake, and provides a T-SQL read endpoint over those tables.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/fabric/data-engineering/lakehouse-overview"">Lakehouse overview - Microsoft Fabric</a>","The Warehouse is T-SQL write-optimized and does not accept Spark writes directly. KQL databases target log/telemetry analytics, not general Spark batch. Lakehouse fits a PySpark-centric team.",DP-700 IngestTransform ChooseDataStore
"A workload needs full T-SQL multi-table transactions and stored procedures to write and update curated data. Which Fabric store is designed for this?<br><br>A) A Fabric Warehouse, which is the transactional T-SQL engine supporting DML and multi-statement transactions<br>B) A Fabric Lakehouse, whose SQL analytics endpoint supports INSERT, UPDATE, and DELETE against Delta tables directly<br>C) An Eventhouse, because KQL provides the richest ACID transaction support for curated batch writes","A) A Fabric Warehouse, which is the transactional T-SQL engine supporting DML and multi-statement transactions<br><br>The Warehouse offers a full T-SQL surface with DML, stored procedures, and multi-table ACID transactions for write-heavy curated workloads.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/fabric/data-warehouse/data-warehousing"">Data warehousing - Microsoft Fabric</a>","The Lakehouse SQL endpoint is read-only; writes happen via Spark. Eventhouse/KQL is append-oriented analytics, not multi-table T-SQL transactions. Warehouse is the transactional T-SQL choice.",DP-700 IngestTransform ChooseDataStore
"A denormalized reporting table must be built by joining orders to customers and products, then aggregating totals per customer. In a Lakehouse notebook, which is the right general approach?<br><br>A) Export all tables to CSV, join them in a spreadsheet, and upload the finished result back to the Lakehouse<br>B) Create three separate single-table outputs and rely on the report tool to join them at query time<br>C) Read the Delta tables into DataFrames, join them, then groupBy customer and aggregate with sum","C) Read the Delta tables into DataFrames, join them, then groupBy customer and aggregate with sum<br><br>Spark DataFrame joins followed by groupBy/agg produce a denormalized, pre-aggregated table efficiently at scale within the Lakehouse.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/fabric/data-engineering/tutorial-lakehouse-data-preparation"">Prepare and transform Lakehouse data - Microsoft Fabric</a>",Spreadsheet joins do not scale and break automation. Pushing joins to the report layer defeats denormalization goals and hurts performance. Spark join+aggregate is the engineering approach.,DP-700 IngestTransform DenormalizeAggregate
"Incoming records sometimes arrive twice with identical business keys, and your curated table must hold exactly one row per key. Which transformation removes the duplicates reliably?<br><br>A) Deduplicate by the business key, keeping the latest record per key using a window ranked on load time<br>B) Randomly drop half of all incoming rows before load so duplicate keys are statistically unlikely to remain<br>C) Add every row and let the report filter distinct values later so ingestion never has to change","A) Deduplicate by the business key, keeping the latest record per key using a window ranked on load time<br><br>Windowing (row_number over the key ordered by recency) lets you keep one authoritative record per key, handling duplicates deterministically.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/fabric/data-engineering/tutorial-lakehouse-data-preparation"">Handle duplicate data - Microsoft Fabric</a>",Random dropping loses valid data and is non-deterministic. Deferring dedup to reports leaves the table dirty and slow. Key-based windowed dedup is deterministic and correct.,DP-700 IngestTransform DuplicateData
"An Eventstream delivers events, but some fields occasionally arrive null and must be replaced with a default before landing in a Lakehouse table. Where do you best apply this rule?<br><br>A) In an Eventstream transformation or the processing notebook, filling nulls with defaults before persistence<br>B) In a downstream report measure so every dashboard reapplies the default independently each time it renders the visual<br>C) By deleting all rows containing any null value so the table only ever stores fully populated records","A) In an Eventstream transformation or the processing notebook, filling nulls with defaults before persistence<br><br>Handling missing values during ingestion/transformation (for example fillna/coalesce) ensures clean, consistent data lands once for all consumers.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/fabric/real-time-intelligence/event-streams/add-manage-eventstream-destinations"">Eventstream processing - Microsoft Fabric</a>",Fixing nulls per report duplicates logic and invites inconsistency. Deleting all null rows discards otherwise valid records. Cleanse at ingestion so the stored data is trustworthy.,DP-700 IngestTransform MissingData
"You must expose data stored in an existing Amazon S3 bucket to Fabric analysts without copying it into OneLake. Which feature accomplishes this?<br><br>A) A mirrored database, since mirroring is the supported way to reference external object storage buckets<br>B) A Dataflow Gen2 that copies the S3 objects into OneLake so they can then be queried locally<br>C) A OneLake shortcut to the S3 location, which surfaces the external data in the Lakehouse in place","C) A OneLake shortcut to the S3 location, which surfaces the external data in the Lakehouse in place<br><br>OneLake shortcuts support external targets such as S3 and ADLS Gen2, exposing that data virtually without physical copies.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/fabric/onelake/create-s3-shortcut"">Create an S3 shortcut - Microsoft Fabric</a>","Mirroring targets databases, not arbitrary object-storage buckets. A Dataflow copy would duplicate the data, contradicting the no-copy requirement. Shortcuts provide zero-copy external access.",DP-700 IngestTransform Shortcuts
"For a high-throughput telemetry pipeline, you must choose a store optimized for time-series log analytics and sub-second KQL queries over billions of events. Which store fits?<br><br>A) A Fabric Warehouse, because T-SQL over relational tables is optimal for high-volume telemetry analytics at any scale<br>B) An Eventhouse/KQL database, which is optimized for high-ingestion time-series and log analytics via KQL<br>C) A Lakehouse Delta table queried through the SQL endpoint for the lowest possible telemetry latency","B) An Eventhouse/KQL database, which is optimized for high-ingestion time-series and log analytics via KQL<br><br>Eventhouse (KQL database) is engineered for massive-scale, low-latency time-series and log analytics with the Kusto Query Language.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/fabric/real-time-intelligence/eventhouse"">Eventhouse overview - Microsoft Fabric</a>",Warehouse and Lakehouse endpoints are strong for relational/batch analytics but are not tuned for high-velocity telemetry like KQL engines. Choose Eventhouse for real-time time-series.,DP-700 IngestTransform ChooseDataStore
"A streaming source must be transformed with stateful aggregations and joined against reference data using Python, writing results to a Delta table exactly once. Which engine is most suitable?<br><br>A) A scheduled Dataflow Gen2 running every minute to approximate streaming behavior over micro-batches<br>B) Spark Structured Streaming, which supports stateful streaming transforms and exactly-once writes to Delta<br>C) A T-SQL stored procedure looping continuously to poll and process the newest rows as they arrive","B) Spark Structured Streaming, which supports stateful streaming transforms and exactly-once writes to Delta<br><br>Structured Streaming provides stateful operations, joins, checkpointing, and exactly-once semantics when writing to Delta sinks.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/fabric/data-engineering/spark-structured-streaming"">Spark Structured Streaming - Microsoft Fabric</a>",A scheduled Dataflow polls in mini-batches without true streaming state or exactly-once guarantees. Looping stored procedures are anti-patterns for streaming. Structured Streaming meets all requirements.,DP-700 IngestTransform StreamingEngine
"An Eventstream ingests IoT readings and must compute the average temperature over each non-overlapping 5-minute period. Which windowing function should you use?<br><br>A) A tumbling window of 5 minutes, which creates fixed, contiguous, non-overlapping intervals for aggregation<br>B) A hopping window, which produces overlapping periods and would double-count some readings each time<br>C) A session window, which groups by activity gaps and yields variable-length periods rather than fixed ones of five minutes","A) A tumbling window of 5 minutes, which creates fixed, contiguous, non-overlapping intervals for aggregation<br><br>Tumbling windows partition the stream into fixed-size, non-overlapping intervals, ideal for per-period averages with no double counting.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/fabric/real-time-intelligence/event-streams/windowing-functions"">Windowing functions - Microsoft Fabric</a>","Hopping windows overlap and repeat data. Session windows are gap-driven and variable-length. Tumbling windows give clean, contiguous fixed periods.",DP-700 IngestTransform WindowingFunctions
