Front,Back,Extra,Tags
"A multi-agent AI solution requires orchestration where a planner agent decomposes user requests, delegates to specialist agents (data analysis, report generation, email), and aggregates results. The system must handle failures gracefully and maintain conversation context across agent calls with maximum 5-minute total execution time.<br><br>A) Implement Azure Foundry Agent Service with autogen for multi-agent orchestration<br>B) Use Azure Logic Apps with sequential action groups<br>C) Deploy Azure Durable Functions with activity functions for each agent","A) Implement Azure Foundry Agent Service with autogen for multi-agent orchestration<br><br>Azure Foundry Agent Service (based on autogen framework) provides native multi-agent patterns: sequential chats, hierarchical orchestration, and group chat for agent collaboration. Supports built-in planning, tool calling, and state management. Logic Apps (B) lacks AI agent abstractions. Durable Functions (C) requires custom agent logic without built-in LLM integration.<br><br>Reference: <a href=""https://learn.microsoft.com/azure/ai-studio/how-to/develop-agents"">Develop agents in Azure Foundry</a>","Multi-agent patterns: (1) Sequential: Agents execute in order (A→B→C), (2) Hierarchical: Manager agent coordinates specialists, (3) Group chat: Agents collaborate interactively. Autogen provides: conversation patterns, built-in retry/error handling, code execution (sandboxed), human-in-loop. Use Azure Foundry for: complex workflows, tool integration, state persistence. Use single agent for: simple Q&A, content generation.",AI-102 Agentic MultiAgent
"An autonomous customer support agent must handle complex multi-turn conversations, access three backend systems (CRM, inventory, ticketing) via APIs, and escalate to human agents when confidence is below 70%. The agent needs persistent memory of customer interaction history and conversation context spanning multiple sessions.<br><br>A) Create agent in Azure Foundry with custom tools for each API, use Cosmos DB for conversation state<br>B) Implement Azure Bot Framework with LUIS for intent recognition<br>C) Deploy standalone Azure OpenAI with custom application code","A) Create agent in Azure Foundry with custom tools for each API, use Cosmos DB for conversation state<br><br>Azure Foundry agents support: custom tools (Python functions wrapping APIs), conversation memory (Cosmos DB integration), and built-in confidence scoring. Bot Framework (B) lacks native LLM integration and tool orchestration. Standalone OpenAI (C) requires building agent orchestration, memory, tool execution from scratch.<br><br>Reference: <a href=""https://learn.microsoft.com/azure/ai-studio/how-to/develop-agents"">Agent development in Foundry</a>","Agent components: (1) Tools: Functions agent can call (APIs, databases, calculators), (2) Memory: Conversation history + semantic memory (vector DB for relevant past interactions), (3) Planning: Break complex tasks into steps, (4) Reflection: Evaluate actions and revise. Azure Foundry provides: tool registration, automatic function calling, state management. For confidence threshold, evaluate: retrieval scores, model confidence (logprobs), validation tool results.",AI-102 Agentic AgentDevelopment
"An AI application must perform OCR on 50,000 scanned invoices daily, extract key-value pairs (invoice number, date, total, line items), and validate extracted data against business rules. Documents are in English, Spanish, and French with varying layouts from 200+ vendors.<br><br>A) Use Azure Document Intelligence prebuilt invoice model with custom post-processing<br>B) Train Azure AI Vision custom model with labeled invoice images<br>C) Use Azure AI Search OCR skillset with cognitive skills","A) Use Azure Document Intelligence prebuilt invoice model with custom post-processing<br><br>Document Intelligence prebuilt invoice model is trained on millions of invoices globally, extracts 30+ common fields with confidence scores, and supports multiple languages. Vision custom model (B) requires extensive training data and lacks document structure understanding. AI Search OCR (C) extracts text but doesn't understand invoice semantics (totals, line items).<br><br>Reference: <a href=""https://learn.microsoft.com/azure/ai-services/document-intelligence/concept-invoice"">Invoice model overview</a>","Document Intelligence hierarchy: (1) Read model: Basic OCR, returns text and layout, (2) Layout model: Adds tables, selection marks, structure, (3) Prebuilt models: Domain-specific extraction (invoices, receipts, IDs, W-2s), (4) Custom models: Train on your document types. For invoices: use prebuilt model when fields match common patterns; train custom model for company-specific fields or unique layouts. Prebuilt supports 30+ field types with built-in validation.",AI-102 ComputerVision DocumentAI
"A retail company needs real-time product recognition in their mobile app where customers photograph items to get information. The solution must identify 5,000 SKUs with >95% accuracy, work offline on-device, and update model weekly as new products are added.<br><br>A) Train Azure AI Custom Vision classification model, export to TensorFlow Lite for mobile<br>B) Use Azure AI Vision image analysis with custom tags<br>C) Implement Azure AI Video Indexer with custom models","A) Train Azure AI Custom Vision classification model, export to TensorFlow Lite for mobile<br><br>Custom Vision supports multi-class classification for thousands of SKUs, exports models to TensorFlow Lite/CoreML for offline mobile inference, and enables iterative retraining with new images. Vision API image analysis (B) requires online connectivity and doesn't support training on custom SKUs. Video Indexer (C) is for video content, not still image classification.<br><br>Reference: <a href=""https://learn.microsoft.com/azure/ai-services/custom-vision-service/overview"">Custom Vision overview</a>","Custom Vision supports: (1) Classification: Assign labels to entire image (single-label or multi-label), (2) Object detection: Locate and classify multiple objects with bounding boxes. Export formats: TensorFlow (mobile/IoT), ONNX (cross-platform), CoreML (iOS). Model size tradeoffs: Compact models (faster, mobile-optimized) vs. Standard (higher accuracy, cloud inference). Retraining strategy: Start with 30-50 images per class, add misclassified examples iteratively.",AI-102 ComputerVision CustomVision
"A manufacturing facility must detect when workers enter hazardous zones without proper PPE in real-time video feeds from 50 cameras. The solution needs to count people in designated areas, track movement patterns, and trigger alerts within 2 seconds for safety violations.<br><br>A) Deploy Azure Vision Spatial Analysis containers on-premises with zone definitions<br>B) Stream video to Azure AI Video Indexer for analysis<br>C) Use Azure AI Vision image analysis API on extracted frames","A) Deploy Azure Vision Spatial Analysis containers on-premises with zone definitions<br><br>Spatial Analysis provides real-time people detection, zone-based counting, and line-crossing events with low latency (<1s). On-premises containers eliminate network latency for safety-critical scenarios. Video Indexer (B) is for content analysis (faces, labels, transcripts) not real-time spatial analytics. Frame-by-frame API calls (C) add latency and cost.<br><br>Reference: <a href=""https://learn.microsoft.com/azure/ai-services/computer-vision/intro-to-spatial-analysis-public-preview"">Spatial Analysis overview</a>","Spatial Analysis operations: (1) PersonCount: Count people in zone, (2) PersonCrossingLine: Directional line crossing, (3) PersonZoneCrossing: Entry/exit zones, (4) PersonDistance: Social distancing monitoring. Deploy on: IoT Edge devices with GPU (NVIDIA T4, V100) for on-premises real-time processing. Use cases: occupancy monitoring, queue analytics, safety zones. Latency: <500ms per frame. For PPE detection, combine with Custom Vision model.",AI-102 ComputerVision SpatialAnalysis
"A global customer service application must provide real-time speech-to-text transcription in 20 languages with custom vocabulary for industry-specific terms (product names, technical jargon). The solution needs speaker diarization to identify which agent/customer is speaking and must achieve <90ms latency for live transcription display.<br><br>A) Use Azure Speech Service with custom speech model and speaker profiles<br>B) Implement Azure OpenAI Whisper model for transcription<br>C) Deploy Azure Video Indexer audio analysis","A) Use Azure Speech Service with custom speech model and speaker profiles<br><br>Azure Speech STT supports: 100+ languages, custom speech models (train on domain vocabulary), speaker diarization (identify who spoke when), and real-time streaming with <100ms latency. Whisper (B) lacks custom vocabulary support and real-time streaming. Video Indexer (C) is for pre-recorded content analysis, not live transcription.<br><br>Reference: <a href=""https://learn.microsoft.com/azure/ai-services/speech-service/speech-to-text"">Speech-to-text overview</a>","Custom Speech improves accuracy for: domain-specific vocabulary, accents, acoustic environments. Training requires: (1) Plain text (product names, jargon), (2) Audio + human-labeled transcripts (optional but improves further). Speaker diarization returns: speaker ID per segment (""Speaker 1: hello""). Real-time vs. Batch: Real-time streaming for live transcription (<100ms), Batch for pre-recorded audio (higher accuracy, slower). Use Speech SDK for streaming audio.",AI-102 NLP Speech
"An e-commerce chatbot must detect customer intent, extract entities (product categories, price ranges, brands), and support multi-turn conversations with context awareness across 5 languages. The solution needs to handle 10,000 concurrent conversations with <200ms response time for intent classification.<br><br>A) Build Conversational Language Understanding (CLU) project with slot filling and multilingual training<br>B) Use Azure OpenAI GPT-4 function calling for intent and entity extraction<br>C) Implement LUIS with entity extractors","A) Build Conversational Language Understanding (CLU) project with slot filling and multilingual training<br><br>CLU is the successor to LUIS, offers: multilingual models (train once, deploy across languages), slot filling (extract entities in context), and conversation projects (multi-turn flows). Sub-200ms latency at scale. GPT-4 (B) adds latency (1-3s) and cost for simple intent classification. LUIS (C) is being deprecated in favor of CLU.<br><br>Reference: <a href=""https://learn.microsoft.com/azure/ai-services/language-service/conversational-language-understanding/overview"">CLU overview</a>","CLU vs. LUIS: CLU offers better multilingual support, improved entity extraction, orchestration workflows. Training: Provide utterances (sample user inputs) with labeled intents and entities. Entities types: (1) Learned: ML-extracted from context (""cheap laptop"" → price_range=low, category=laptop), (2) List: Exact match synonyms, (3) Prebuilt: numbers, dates, temperature. Multi-turn: Use dialog orchestration to track conversation state and context variables.",AI-102 NLP LanguageUnderstanding
"A knowledge management system must provide accurate answers to 100,000 employee queries monthly about HR policies, IT procedures, and benefits. The solution needs to support follow-up questions, cite source documents, update content from SharePoint without retraining, and escalate to human when confidence is below 80%.<br><br>A) Create Custom Question Answering project with multi-turn conversations and active learning<br>B) Implement Azure OpenAI with RAG pattern using Azure AI Search<br>C) Deploy Azure Bot Service with QnA Maker","B) Implement Azure OpenAI with RAG pattern using Azure AI Search<br><br>RAG with OpenAI provides: natural conversational responses, source citations, dynamic content updates (no retraining), and handles follow-up questions with conversation context. Custom QA (A) provides rigid Q&A pairs (less natural). QnA Maker (C) is deprecated, migrated to Custom Question Answering which still has limitations vs. GPT+RAG for complex conversations.<br><br>Reference: <a href=""https://learn.microsoft.com/azure/search/retrieval-augmented-generation-overview"">RAG with Azure AI Search</a>","Choose QA approach: (1) Custom QA: Structured FAQ, exact/similar question matching, multi-turn prompts, good for defined Q&A pairs; (2) GPT+RAG: Natural language, handles paraphrasing, complex follow-ups, generates answers from retrieved context. RAG implementation: Index documents in AI Search → User query → Retrieve relevant docs (hybrid search) → Send to GPT with context → GPT generates answer + cites sources. Confidence: Check retrieval scores + response validation.",AI-102 NLP QuestionAnswering
"A healthcare application must analyze patient feedback surveys for sentiment, extract medical entities (conditions, medications, symptoms), detect PII for redaction, and identify urgent emotional distress requiring immediate follow-up. The solution must process 50,000 responses daily in compliance with HIPAA.<br><br>A) Use Azure AI Language service with sentiment analysis, healthcare entities, and PII detection<br>B) Implement Azure OpenAI for entity extraction and sentiment analysis<br>C) Deploy custom BERT model trained on medical text","A) Use Azure AI Language service with sentiment analysis, healthcare entities, and PII detection<br><br>Azure AI Language provides: healthcare-specific entity recognition (medications, diagnoses, procedures), PII detection/redaction (HIPAA compliance), sentiment analysis with opinion mining, and pre-trained models. OpenAI (B) lacks specialized healthcare entity extraction and HIPAA compliance features. Custom BERT (C) requires data, compute, and ML expertise.<br><br>Reference: <a href=""https://learn.microsoft.com/azure/ai-services/language-service/overview"">Azure AI Language overview</a>","Azure AI Language capabilities: (1) Sentiment: Document/sentence-level with opinion mining targets (""the medication [target] was effective [positive]""), (2) NER: General (person, location, org) + Healthcare domain (conditions, medications, dosages), (3) PII detection: Identifies and redacts SSN, medical record numbers, dates, names. Healthcare entities include: medication names, dosages, routes (oral, IV), conditions, symptoms, procedures. Use for: compliance, clinical insights, safety monitoring.",AI-102 NLP TextAnalytics
"A global content platform must translate user-generated articles from 15 languages into English while preserving technical terminology (product names, APIs, frameworks). The solution needs custom glossaries per content category, maintain document formatting, and handle 500,000 words daily with 24-hour SLA.<br><br>A) Use Azure Translator with custom models and dictionaries for domain terminology<br>B) Implement Azure OpenAI GPT-4 for translation with prompt engineering<br>C) Deploy open-source translation models in Azure ML","A) Use Azure Translator with custom models and dictionaries for domain terminology<br><br>Azure Translator provides: 100+ languages, custom models trained on parallel texts, custom dictionaries (term-by-term glossaries), document translation (preserves formatting), and high throughput. GPT-4 translation (B) is slower and more expensive for high-volume batch translation. Azure ML custom models (C) require training data, infrastructure management.<br><br>Reference: <a href=""https://learn.microsoft.com/azure/ai-services/translator/custom-translator/overview"">Custom Translator overview</a>","Translation approaches: (1) Azure Translator: Fast, cost-effective, custom terminology, document translation; (2) GPT-4: Contextual awareness, creative/marketing content, lower volume; (3) Custom models: Ultimate control, requires ML expertise. Custom Translator: Train with parallel texts (source+target pairs) for domain adaptation. Custom dictionaries: Override specific terms (""Azure Functions"" → don't translate). Document translation: PDF, Word, HTML with layout preservation.",AI-102 NLP Translation
"A legal firm must implement semantic search across 2 million case documents enabling lawyers to find precedents by conceptual similarity, not just keywords. The solution needs result explanations showing why documents matched, filtering by jurisdiction and date, and <3 second query response time at 100 QPS.<br><br>A) Implement Azure AI Search with semantic ranking, vector search, and captions<br>B) Use Azure Cosmos DB with vector embeddings and custom ranking<br>C) Deploy Elasticsearch with BM25 ranking","A) Implement Azure AI Search with semantic ranking, vector search, and captions<br><br>Azure AI Search semantic ranking uses deep learning for conceptual matching beyond keywords, provides captions (highlighted relevant passages explaining match), supports fast filtering on structured fields (jurisdiction, date), and scales to 100+ QPS. Cosmos DB (B) requires custom semantic ranking logic. Elasticsearch (C) relies on keyword matching without semantic understanding.<br><br>Reference: <a href=""https://learn.microsoft.com/azure/search/semantic-search-overview"">Semantic search in AI Search</a>","Semantic ranking enhances results using: (1) Query understanding: Interprets intent, (2) Document relevance: L2 reranking with semantic models, (3) Captions: Extracts relevant passage explaining match. Hybrid search combines: BM25 (keyword) + vector search (embeddings) + semantic ranking. Query flow: User query → Hybrid retrieval (BM25 + vectors) → Top 50 results → Semantic reranking → Final results with captions/answers. Enable for: conceptual search, question answering, natural language queries.",AI-102 KnowledgeMining Search
"An enterprise knowledge mining solution must process 500,000 documents (PDF, Word, emails) stored in Azure Blob Storage, extract text, identify people/organizations/locations, detect language, and populate a searchable index. The pipeline must run nightly with error handling and support incremental updates without reprocessing all content.<br><br>A) Create Azure AI Search indexer with built-in cognitive skills and change detection<br>B) Implement Azure Data Factory with custom OCR and NLP activities<br>C) Use Azure Functions to process blobs and write to Cosmos DB","A) Create Azure AI Search indexer with built-in cognitive skills and change detection<br><br>AI Search indexers provide: automatic scheduling, built-in cognitive skillsets (OCR, entity recognition, key phrases, language detection), incremental indexing (tracks changes via timestamps/etags), error handling with retries. ADF (B) requires custom integration and lacks search index capabilities. Functions (C) requires building entire pipeline and index management.<br><br>Reference: <a href=""https://learn.microsoft.com/azure/search/search-indexer-overview"">Indexers in Azure AI Search</a>","Indexer components: (1) Data source: Blob Storage, SQL, Cosmos DB with credentials, (2) Skillset: Cognitive enrichment pipeline (OCR → language → entities → key phrases), (3) Index: Schema with fields, analyzers, suggesters, (4) Indexer: Orchestration with schedule, field mappings, change detection. Change detection types: High water mark (timestamp), integrated (etag), soft delete. Skillset built-in: OCR, entity recognition, sentiment, key phrase, language, image analysis, translation.",AI-102 KnowledgeMining Indexing
"A document processing application must extract structured data from custom forms (purchase orders with 30 fields) unique to the company's format. The solution needs 95% accuracy, handle 10,000 forms monthly with varying quality (scanned, photos), and support form template updates without extensive retraining.<br><br>A) Train Azure Document Intelligence custom model with 50 labeled samples<br>B) Use Document Intelligence prebuilt models with custom post-processing<br>C) Implement Azure Vision OCR with template matching","A) Train Azure Document Intelligence custom model with 50 labeled samples<br><br>Document Intelligence custom models learn form structure and field locations from labeled examples, achieve 95%+ accuracy with 50-100 training documents, and generalize to quality variations. Prebuilt models (B) don't support company-specific field types. Vision OCR + templates (C) are brittle to layout changes and require extensive rule engineering.<br><br>Reference: <a href=""https://learn.microsoft.com/azure/ai-services/document-intelligence/concept-custom"">Custom models for Document Intelligence</a>","Custom model types: (1) Custom template: Fixed layout forms (insurance forms, invoices from single vendor), (2) Custom neural: Varying layouts with same semantic fields (invoices from multiple vendors). Training: Label 5 samples minimum, 50+ for production accuracy. Compose models: Combine multiple custom models (different form types) into single endpoint that auto-classifies and routes. Labeling: Mark fields and tables in Studio, SDK auto-generates features.",AI-102 KnowledgeMining DocumentIntelligence
"A media company must analyze video content (interviews, presentations, webinars) to extract: speaker transcripts with timestamps, identify topics discussed, detect brand logos, recognize faces of executives, and generate searchable metadata. The solution must process 100 hours of video weekly and support multiple languages.<br><br>A) Use Azure AI Video Indexer with custom person and brand models<br>B) Implement Azure Speech Service for transcription + Azure Vision for frame analysis<br>C) Deploy Azure Media Services with custom AI models","A) Use Azure AI Video Indexer with custom person and brand models<br><br>Video Indexer provides integrated: multi-language transcription with speaker diarization, topic extraction, visual content recognition (faces, logos, text), emotion detection, and custom models for company-specific people/brands. Option B requires custom orchestration across services. Media Services (C) lacks AI analysis capabilities.<br><br>Reference: <a href=""https://learn.microsoft.com/azure/azure-video-indexer/video-indexer-overview"">Video Indexer overview</a>","Video Indexer insights: (1) Audio: Transcription, speaker identification, language detection, emotion, (2) Visual: Face recognition, OCR, logo detection, scenes/shots, (3) Content: Topics, keywords, sentiment, brands. Custom models: Train person model (upload face images) and brand model (company-specific brands). Output: JSON with timestamps for all insights. Integration: Embed player widget, use REST API for programmatic access, export to Azure AI Search for unified search.",AI-102 KnowledgeMining VideoAnalysis
