Front,Back,Extra,Tags
"A media company needs subtitles in near real time from live audio streams and then sentiment trend analysis by minute. Which workload pair is correct?<br><br>A) Speech-to-text then NLP sentiment analysis<br>B) OCR then image classification<br>C) CLU then object detection","A) Speech-to-text then NLP sentiment analysis. Audio must first be transcribed, then text can be analyzed for sentiment.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/ai-services/speech-service/speech-to-text"">Speech-to-text</a>","OCR is for text in images, not audio. CLU handles intent/entity extraction, not minute-by-minute sentiment pipelines.","AI-900 AIWorkloads SpeechAndNLP"
"A security team wants a model that generates incident summaries and response drafts, but also provides citations from internal runbooks. Which AI pattern is this?<br><br>A) Retrieval-augmented generation workload<br>B) Pure classification workload<br>C) Clustering workload","A) Retrieval-augmented generation workload. It combines generation with retrieval from trusted documents to produce grounded responses.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/search/retrieval-augmented-generation-overview"">RAG overview</a>","Classification and clustering do not generate contextual narratives with source-grounded evidence.","AI-900 AIWorkloads GenerativeWorkloads"
"A startup needs to detect unusual transaction spikes without labeled fraud examples. Which machine learning approach is most suitable initially?<br><br>A) Unsupervised clustering/anomaly-style pattern discovery<br>B) Multiclass classification<br>C) Regression","A) Unsupervised clustering/anomaly-style pattern discovery. Unlabeled data calls for pattern discovery approaches first.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/machine-learning/concept-automated-ml#clustering"">Clustering in Azure ML</a>","Classification needs labeled fraud outcomes. Regression predicts continuous values, not latent pattern groups.","AI-900 MachineLearning Techniques"
"An operations model predicts hourly energy demand in kWh for 30 days ahead. Which task type is this?<br><br>A) Time-series forecasting (regression family)<br>B) Binary classification<br>C) Clustering","A) Time-series forecasting (regression family). The target is a future continuous numeric value indexed by time.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/machine-learning/concept-automated-ml#time-series-forecasting"">Forecasting in AutoML</a>","Binary classification predicts labels; clustering groups records. Forecasting handles temporal sequence and numeric outputs.","AI-900 MachineLearning Forecasting"
"A fraud model outputs fraud/not-fraud. The team wants to reduce false positives that block valid purchases. Which metric should they emphasize?<br><br>A) Precision<br>B) Recall<br>C) MAE","A) Precision. Precision improves when fewer predicted fraud cases are actually legitimate, reducing false positives.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/machine-learning/how-to-understand-automated-ml-metrics"">Classification metrics</a>","Recall targets finding more actual fraud (fewer false negatives). MAE is a regression metric, not classification quality for this scenario.","AI-900 MachineLearning Metrics"
"A cancer-screening classifier must miss as few true cancer cases as possible. Which metric should be prioritized?<br><br>A) Recall<br>B) Precision<br>C) R-squared","A) Recall. Recall maximizes detection of actual positive cases, minimizing false negatives.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/machine-learning/how-to-understand-automated-ml-metrics"">Classification metrics</a>","Precision reduces false positives but can still miss positives. R-squared applies to regression, not binary screening.","AI-900 MachineLearning Metrics"
"A model has 99% accuracy on training data but degrades sharply on validation data. What is the most likely issue?<br><br>A) Overfitting<br>B) Underfitting<br>C) Data encryption failure","A) Overfitting. The model memorizes training patterns/noise and fails to generalize to unseen data.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/machine-learning/concept-train-machine-learning-model#overfitting-and-underfitting"">Overfitting and underfitting</a>","Underfitting performs poorly on both train and validation sets. Encryption is unrelated to model generalization behavior.","AI-900 MachineLearning ModelGeneralization"
"A team splits data into train, validation, and test sets. What is the best role of validation data?<br><br>A) Hyperparameter/model selection before final test<br>B) Final unbiased metric only after all tuning<br>C) Long-term archive storage","A) Hyperparameter/model selection before final test. Validation guides model choices while preserving test data for final evaluation.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/machine-learning/concept-train-machine-learning-model"">Train ML models</a>","The final test set should remain untouched during tuning. Archive storage is not the purpose of dataset splits.","AI-900 MachineLearning CoreConcepts"
"A project dataset has input columns such as income and loan term, and target column approved/denied. Which statement is correct?<br><br>A) Income and loan term are features; approved/denied is label<br>B) Approved/denied is a feature; income is a label<br>C) All are labels","A) Income and loan term are features; approved/denied is label. Features are inputs, labels are outcomes to predict.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/machine-learning/concept-data-labeling"">Data labeling concepts</a>","Swapping label/feature breaks supervised learning setup and invalidates model training objectives.","AI-900 MachineLearning FeaturesLabels"
"A startup wants no-code/low-code experiments that automatically try many algorithms and hyperparameters for tabular data. Which Azure capability fits?<br><br>A) Automated ML in Azure Machine Learning<br>B) Azure AI Face<br>C) Azure AI Translator","A) Automated ML in Azure Machine Learning. AutoML orchestrates model/featurization/hyperparameter search for supported tasks.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/machine-learning/concept-automated-ml"">AutoML overview</a>","Face and Translator are prebuilt domain APIs, not general tabular model search frameworks.","AI-900 MachineLearning AzureML"
"A team needs scalable training that can start at zero nodes and scale out only while jobs run. Which Azure ML compute option is best?<br><br>A) Compute cluster<br>B) Compute instance<br>C) Local laptop only","A) Compute cluster. It supports queued jobs and autoscaling for cost-efficient training workloads.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/machine-learning/how-to-create-attach-compute-cluster"">Create compute cluster</a>","Compute instances are personal dev machines, not elastic multi-job clusters. Local-only lacks managed scaling and orchestration.","AI-900 MachineLearning AzureML"
"A team must expose a trained model with managed auth, scaling, and traffic splitting between versions. Which capability addresses this?<br><br>A) Azure ML managed online endpoints<br>B) Azure Blob lifecycle policies<br>C) Azure AI Vision Analyze Image","A) Azure ML managed online endpoints. They provide API hosting, scaling, auth, and canary/A-B routing for model versions.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/machine-learning/concept-endpoints"">Azure ML endpoints</a>","Blob lifecycle policies manage storage tiers. Vision Analyze Image is a prebuilt inference API, not custom model deployment orchestration.","AI-900 MachineLearning Deployment"
"A model predicts continuous values, but stakeholders request category predictions (low, medium, high risk). Which task transition is required?<br><br>A) Move from regression to classification<br>B) Move from classification to clustering<br>C) Move from clustering to regression","A) Move from regression to classification. The output changed from numeric continuous to discrete categories.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/machine-learning/concept-automated-ml"">ML task types</a>","Clustering is unlabeled grouping and does not directly map to predefined risk bands unless labels are defined.","AI-900 MachineLearning Techniques"
"A team compares two model versions in production by sending 90% traffic to v1 and 10% to v2, then evaluates business KPIs. What practice is this?<br><br>A) A/B testing (champion/challenger)<br>B) Feature scaling<br>C) Data labeling","A) A/B testing (champion/challenger). Controlled traffic splitting validates new versions with lower rollout risk.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/machine-learning/how-to-deploy-online-endpoints"">Online endpoint deployment</a>","Feature scaling and labeling happen before deployment; they do not provide runtime comparative performance evidence.","AI-900 MachineLearning MLOps"
"A multilingual support model degrades after adding many noisy low-quality labels. Which statement best explains the impact?<br><br>A) Data quality heavily drives model quality<br>B) VM SKU alone determines model quality<br>C) Portal theme affects convergence","A) Data quality heavily drives model quality. Poor labels introduce noise and degrade learnable signal.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/machine-learning/concept-data"">Data in Azure ML</a>","Compute can speed training but cannot fix fundamentally wrong supervision. Interface visuals have no training relevance.","AI-900 MachineLearning DataQuality"
"A model training run is slow. The team asks if moving to a larger GPU guarantees higher predictive accuracy. What is correct?<br><br>A) Larger compute mainly affects training speed/capacity, not guaranteed accuracy<br>B) Larger compute always increases accuracy<br>C) Compute choice is irrelevant to training time","A) Larger compute mainly affects training speed/capacity, not guaranteed accuracy. Accuracy depends on data, objective, and model design.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/machine-learning/how-to-create-attach-compute-cluster"">Azure ML compute concepts</a>","B is a common misconception. C is false because hardware and parallelism strongly influence runtime.","AI-900 MachineLearning AzureML"
"A team wants explainability for why a tabular model predicts loan denial for a user. Which Azure ML capability is most aligned?<br><br>A) Model explainability tools in Azure ML/Responsible AI dashboard<br>B) OCR Read API<br>C) Face verification","A) Model explainability tools in Azure ML/Responsible AI dashboard. These tools help interpret feature contributions and model behavior.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/machine-learning/concept-responsible-ai-dashboard"">Responsible AI dashboard</a>","OCR and Face APIs are task-specific cognitive services and do not explain tabular model decision features.","AI-900 MachineLearning ResponsibleML"
"A photo app must assign one overall label to each image (forest, beach, city). Which vision task is this?<br><br>A) Image classification<br>B) Object detection<br>C) OCR","A) Image classification. It predicts a class for the entire image rather than locating many items.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/ai-services/computer-vision/overview-image-analysis"">Azure AI Vision image analysis</a>","Object detection returns bounding boxes for multiple objects. OCR extracts text, not scene categories.","AI-900 ComputerVision Classification"
"A warehouse camera solution must locate and count pallets in each frame with coordinates for robotic picking. Which task fits?<br><br>A) Object detection<br>B) Image classification<br>C) Sentiment analysis","A) Object detection. It identifies object classes and spatial locations via bounding boxes.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/ai-services/computer-vision/concept-object-detection"">Object detection</a>","Classification cannot provide positions. Sentiment is NLP for text emotions, unrelated to image localization.","AI-900 ComputerVision ObjectDetection"
"An invoice processing system needs to read printed totals and line-item text from scanned pages. Which capability is required?<br><br>A) OCR/Read<br>B) Face detection<br>C) Speech synthesis","A) OCR/Read. OCR extracts machine-readable text from image or document pixels.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/ai-services/computer-vision/overview-ocr"">OCR in Azure AI Vision</a>","Face detection identifies facial regions, not invoice text fields. Speech synthesis converts text to audio.","AI-900 ComputerVision OCR"
"A retail kiosk must detect whether a face is present and estimate attributes like head pose for framing quality. Which service is most specific?<br><br>A) Azure AI Face<br>B) Azure AI Translator<br>C) Azure AI Search","A) Azure AI Face. It specializes in face detection and face-related analysis capabilities.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/ai-services/computer-vision/overview-identity"">Face detection and analysis</a>","Translator handles language conversion, and AI Search indexes content. Neither provides specialized facial analysis.","AI-900 ComputerVision Face"
"A manufacturer needs broad image tagging, captioning, and visual feature extraction without training a custom model. Which service should be first choice?<br><br>A) Azure AI Vision<br>B) Azure ML AutoML tabular<br>C) Azure AI Speech","A) Azure AI Vision. It offers prebuilt image analysis capabilities for common vision tasks.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/ai-services/computer-vision/overview"">Azure AI Vision overview</a>","AutoML tabular is not a drop-in image API. Speech services process audio, not image semantics.","AI-900 ComputerVision AzureVision"
"A team needs a no-code way to train a custom detector for company-specific logos on product photos. Which service is most suitable?<br><br>A) Azure Custom Vision<br>B) Azure AI Translator<br>C) Azure AI Speech","A) Azure Custom Vision. It supports custom image classification and object detection with labeled examples.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/ai-services/custom-vision-service/overview"">Custom Vision overview</a>","Translator and Speech do not train custom image detectors. Custom Vision is purpose-built for this scenario.","AI-900 ComputerVision CustomVision"
"A compliance team needs extraction of key-value pairs and tables from forms while preserving document structure. Which Azure service is best?<br><br>A) Azure AI Document Intelligence<br>B) Azure AI Face<br>C) Azure AI Language key phrases","A) Azure AI Document Intelligence. It combines OCR with layout/field extraction for structured document understanding.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/ai-services/document-intelligence/overview"">Document Intelligence overview</a>","Face and key phrase extraction do not provide robust form table/key-value parsing from scanned documents.","AI-900 ComputerVision DocumentProcessing"
"A museum app translates text from exhibit photos into multiple languages. What pipeline is correct?<br><br>A) OCR then translation<br>B) Object detection then clustering<br>C) Face detection then speech recognition","A) OCR then translation. Text must be extracted first before language translation can occur.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/ai-services/translator/translator-overview"">Translator overview</a>","Object and face detection do not provide textual content. Speech recognition is for audio, not printed signs.","AI-900 ComputerVision OCR"
"A media archive needs transcripts and scene-level indexing for thousands of videos, including searchable moments. Which service is best aligned?<br><br>A) Azure AI Video Indexer<br>B) Azure AI Face only<br>C) Azure SQL Database","A) Azure AI Video Indexer. It provides rich timeline insights like transcription, scenes, and searchable metadata.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/azure-video-indexer/video-indexer-overview"">Video Indexer overview</a>","Face-only analysis misses broader audiovisual indexing. SQL stores structured data but does not generate video AI insights.","AI-900 ComputerVision Video"
"A highway camera model must flag multiple classes (car, truck, bus) and also return each object position for counting lanes. Which output is required?<br><br>A) Class labels plus bounding boxes<br>B) Single scene label only<br>C) Sentiment score","A) Class labels plus bounding boxes. This is the defining output format of object detection.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/ai-services/computer-vision/concept-object-detection"">Object detection concepts</a>","Single-label classification cannot support per-object lane counts. Sentiment applies to text, not traffic objects.","AI-900 ComputerVision ObjectDetection"
"A banking app uses OCR on check images and receives low confidence in handwritten fields. What is the best interpretation?<br><br>A) Confidence scores indicate extraction certainty and should drive human review thresholds<br>B) Confidence scores are unrelated to OCR quality<br>C) Low confidence means translation failed","A) Confidence scores indicate extraction certainty and should drive human review thresholds. This supports safer human-in-the-loop handling.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/ai-services/document-intelligence/concept/accuracy-confidence"">Confidence and accuracy concepts</a>","Ignoring confidence raises error risk. Translation failure is separate from OCR uncertainty on handwriting.","AI-900 ComputerVision DocumentProcessing"
"A smartphone app must run image classification offline on-device for latency/privacy reasons. Which approach is most aligned?<br><br>A) Train/deploy exportable custom vision model for edge inference<br>B) Use only remote speech service<br>C) Use SQL queries for image inference","A) Train/deploy exportable custom vision model for edge inference. Custom models can be exported to supported formats for local use.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/ai-services/custom-vision-service/export-your-model"">Export Custom Vision model</a>","Speech and SQL do not provide local image inference. Edge deployment is key for offline and low-latency requirements.","AI-900 ComputerVision CustomVision"
"A security operations team needs to blur faces in stored surveillance snapshots before analyst review. Which capability directly enables face localization?<br><br>A) Face detection coordinates<br>B) Key phrase extraction<br>C) Text-to-speech","A) Face detection coordinates. Bounding regions allow deterministic redaction/blurring workflows.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/ai-services/computer-vision/overview-identity"">Face detection overview</a>","NLP and speech features do not return pixel coordinates for redaction in images.","AI-900 ComputerVision Face"
"An accessibility product needs automatic alt-text generation for uploaded images. Which service is most appropriate to start?<br><br>A) Azure AI Vision image captioning/analysis<br>B) Azure AI Speech translation<br>C) Azure Event Hubs","A) Azure AI Vision image captioning/analysis. It can generate descriptions and tags from visual content.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/ai-services/computer-vision/overview-image-analysis"">Image analysis features</a>","Speech translation handles audio. Event Hubs ingests streams but does not generate image captions.","AI-900 ComputerVision AzureVision"
"A legal team needs language detection before routing documents to the correct regional NLP pipeline. Which capability is needed first?<br><br>A) Language detection<br>B) Sentiment analysis<br>C) Object detection","A) Language detection. Detecting language enables selection of the appropriate downstream model/process.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/ai-services/language-service/language-detection/overview"">Language detection overview</a>","Sentiment can run later; object detection is a vision task and unrelated to text-language routing.","AI-900 NLP LanguageDetection"
"A support platform must identify customer intent like ResetPassword and extract entities such as account type and region. Which capability is best?<br><br>A) Conversational Language Understanding (CLU)<br>B) OCR Read API<br>C) Image classification","A) Conversational Language Understanding (CLU). CLU is designed for intent recognition and entity extraction in conversational text.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/ai-services/language-service/conversational-language-understanding/overview"">CLU overview</a>","OCR/image classification are vision tasks. CLU is the NLP choice for intent/entity-driven conversational apps.","AI-900 NLP IntentEntity"
"A compliance system needs to find all person names, organizations, locations, and dates across contracts. Which NLP feature applies?<br><br>A) Named Entity Recognition (NER)<br>B) Summarization only<br>C) Speech synthesis","A) Named Entity Recognition (NER). NER extracts and categorizes entities from text spans.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/ai-services/language-service/named-entity-recognition/overview"">NER overview</a>","Summarization condenses text but does not necessarily classify entities. Speech synthesis converts text to audio.","AI-900 NLP EntityRecognition"
"A product team wants quick extraction of the main concepts from long customer feedback, not full summaries. Which feature is most direct?<br><br>A) Key phrase extraction<br>B) Translation<br>C) Face detection","A) Key phrase extraction. It identifies salient terms/phrases representing document themes.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/ai-services/language-service/key-phrase-extraction/overview"">Key phrase extraction overview</a>","Translation changes language; face detection is unrelated. Key phrase extraction is lightweight topic surfacing.","AI-900 NLP KeyPhrases"
"A retailer wants each review sentence scored as positive/neutral/negative and flagged for mixed tone. Which capability fits?<br><br>A) Sentiment analysis with opinion mining<br>B) Language detection only<br>C) OCR","A) Sentiment analysis with opinion mining. It provides polarity and confidence at document/sentence granularity.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/ai-services/language-service/sentiment-opinion-mining/overview"">Sentiment analysis overview</a>","Language detection does not measure sentiment. OCR is for images/documents, not sentiment of textual meaning.","AI-900 NLP Sentiment"
"A global help desk must translate inbound text tickets into English and preserve formatting for attached docs. Which service is most suitable?<br><br>A) Azure AI Translator (text/document translation)<br>B) Azure AI Face<br>C) Azure AI Search","A) Azure AI Translator (text/document translation). It supports multilingual text translation and document translation scenarios.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/ai-services/translator/translator-overview"">Translator overview</a>","Face and Search are not translation engines. Translator is purpose-built for linguistic conversion.","AI-900 NLP Translation"
"A call center wants live transcription of agent calls and synthesized spoken responses from text templates. Which capability pair is required?<br><br>A) Speech-to-text and text-to-speech<br>B) OCR and key phrases<br>C) Object detection and CLU","A) Speech-to-text and text-to-speech. This combines audio transcription with synthesized playback.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/ai-services/speech-service/overview"">Azure AI Speech overview</a>","OCR/key phrases operate on text or images, not end-to-end speech audio interaction.","AI-900 NLP Speech"
"A virtual assistant must classify user utterances into intents with confidence scores and fallback when confidence is low. Which Azure service is core?<br><br>A) Azure AI Language (CLU)<br>B) Azure AI Vision<br>C) Azure Content Safety only","A) Azure AI Language (CLU). It returns intents/entities with confidence for routing and fallback logic.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/ai-services/language-service/conversational-language-understanding/overview"">CLU overview</a>","Vision is irrelevant to text intents. Content Safety screens harm, not domain intent classification.","AI-900 NLP AzureLanguage"
"A voice bot must understand medical vocabulary and accents common in one region. Which enhancement improves recognition quality?<br><br>A) Custom Speech<br>B) Translator dictionary lookup only<br>C) Azure AI Face","A) Custom Speech. It adapts recognition with domain/audio data for improved specialized transcription accuracy.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/ai-services/speech-service/custom-speech-overview"">Custom Speech overview</a>","Dictionary lookup alone does not adapt acoustic/language models comprehensively. Face is unrelated to speech recognition.","AI-900 NLP Speech"
"A multilingual chatbot first detects language and then routes to locale-specific CLU projects. Why is this pattern useful?<br><br>A) It improves intent accuracy by applying language-appropriate models<br>B) It eliminates the need for any training examples<br>C) It converts NLP into computer vision","A) It improves intent accuracy by applying language-appropriate models. Locale-specific models typically perform better than one-size-fits-all routing.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/ai-services/language-service/overview"">Azure AI Language overview</a>","You still need training data. The pattern stays within NLP and does not convert modalities.","AI-900 NLP Architecture"
"A finance team wants to detect references to account numbers and addresses in text before storage. Which NLP capability is most directly relevant?<br><br>A) Entity extraction (including PII-focused analysis where applicable)<br>B) Speech synthesis<br>C) Object detection","A) Entity extraction (including PII-focused analysis where applicable). It identifies sensitive text spans for masking/governance workflows.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/ai-services/language-service/personally-identifiable-information/overview"">PII detection overview</a>","Speech synthesis and object detection cannot locate sensitive entities in text documents.","AI-900 NLP EntityRecognition"
"An application needs abstractive summaries of long policy documents for managers. Which capability family applies?<br><br>A) Language service summarization / generative summarization patterns<br>B) Face detection<br>C) OCR-only pipeline","A) Language service summarization / generative summarization patterns. Summarization condenses long text into concise output.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/ai-services/language-service/summarization/overview"">Text summarization overview</a>","Face detection is visual. OCR only extracts text and does not produce semantic summaries.","AI-900 NLP Summarization"
"A QA team sees sentiment drift between product lines. They need aspect-level polarity (battery positive, support negative) in the same review. Which feature is best?<br><br>A) Opinion mining with sentiment analysis<br>B) Language detection<br>C) Translation","A) Opinion mining with sentiment analysis. It links sentiment to targets/aspects inside text.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/ai-services/language-service/sentiment-opinion-mining/overview"">Sentiment and opinion mining</a>","Language detection and translation do not identify per-aspect sentiment within a single review.","AI-900 NLP Sentiment"
"A voice app for warehouses needs punctuation and speaker segmentation in meeting transcripts. Which feature set should be enabled?<br><br>A) Azure AI Speech transcription with diarization and formatting<br>B) Key phrase extraction only<br>C) OCR layout model","A) Azure AI Speech transcription with diarization and formatting. It supports speaker-aware transcript generation.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/ai-services/speech-service/speech-to-text"">Speech-to-text capabilities</a>","Key phrase extraction works after transcription, and OCR layout is for documents/images, not spoken meetings.","AI-900 NLP Speech"
"A startup wants a model that can create new text and code based on prompts rather than only classify input. Which model type is this?<br><br>A) Generative model<br>B) Discriminative classifier only<br>C) Clustering model","A) Generative model. Generative models produce novel content by modeling data distributions and context.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/ai-services/openai/concepts/models"">Azure OpenAI models</a>","Discriminative models are optimized for prediction/classification; clustering groups data and does not generate fluent code/text.","AI-900 GenerativeAI Concepts"
"A team asks why transformer-based LLMs outperform older sequence models on context handling. Which explanation is strongest?<br><br>A) Self-attention captures long-range token relationships efficiently<br>B) They only process one token per request<br>C) They ignore context windows","A) Self-attention captures long-range token relationships efficiently. This is a core advantage of transformer architectures.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/ai-services/openai/concepts/models"">LLM model concepts</a>","Transformers do not ignore context; they are built for contextual dependency modeling at scale.","AI-900 GenerativeAI Transformers"
