Front,Back,Extra,Tags
"Which lightweight markup language does GitHub use to format README files, issues, and comments?<br><br>A) Markdown<br>B) A proprietary binary formatting format that can only be edited using GitHub's own desktop application on Windows<br>C) HTML exclusively, meaning plain text and shorthand formatting symbols are stripped out and never rendered on GitHub","A) Markdown<br><br>GitHub uses GitHub Flavored Markdown to render formatted text in READMEs, issues, PRs, and comments.<br><br>Reference: <a href=""https://docs.github.com/en/get-started/writing-on-github/getting-started-with-writing-and-formatting-on-github/basic-writing-and-formatting-syntax"">Basic writing and formatting syntax - GitHub Docs</a>","GitHub supports limited HTML inside Markdown, plus extensions like task lists, tables, and @mentions. Markdown files use the .md extension.","GH-900 IntroToGitAndGitHub Markdown"
"How is a GitHub repository best described?<br><br>A) A single immutable text file that stores only the latest version of a project's source code and nothing else<br>B) A user's public profile page that summarizes their contribution activity across all projects on the platform<br>C) A container for a project's files and their complete version history, plus settings, issues, and pull requests","C) A container for a project's files and their complete version history, plus settings, issues, and pull requests<br><br>A repository holds project files, full history, and collaboration features such as issues and pull requests.<br><br>Reference: <a href=""https://docs.github.com/en/repositories/creating-and-managing-repositories/about-repositories"">About repositories - GitHub Docs</a>","A repo is the fundamental unit on GitHub. It can belong to a personal account or an organization and can be public, private, or internal.","GH-900 IntroToGitAndGitHub Repositories"
"What is a key difference between a personal account and an organization account on GitHub?<br><br>A) Personal accounts can host code, but organization accounts are limited to hosting documentation and project boards only<br>B) An organization is a shared account for group collaboration with teams and centralized permissions, while a personal account represents one individual<br>C) Only personal accounts can create private repositories, whereas organization accounts are restricted to public repositories exclusively","B) An organization is a shared account for group collaboration with teams and centralized permissions, while a personal account represents one individual<br><br>Organizations enable many users to collaborate with teams, roles, and centralized administration.<br><br>Reference: <a href=""https://docs.github.com/en/organizations/collaborating-with-groups-in-organizations/about-organizations"">About organizations - GitHub Docs</a>","Organizations own repositories collectively and support teams for scalable access management. Both account types can host public and private repos.","GH-900 IntroToGitAndGitHub Accounts"
"A developer wants to contribute to an open-source project where they lack write access. What is the standard first step?<br><br>A) Fork the repository to create their own copy, then make changes and open a pull request back to the original<br>B) Request that a maintainer grant them administrator rights on the project so they can push commits directly to main<br>C) Clone the repository locally and force-push their new commits over the project's default branch when finished","A) Fork the repository to create their own copy, then make changes and open a pull request back to the original<br><br>Forking creates a personal server-side copy; contributors work there and propose changes via pull requests.<br><br>Reference: <a href=""https://docs.github.com/en/get-started/exploring-projects-on-github/contributing-to-a-project"">Contributing to a project - GitHub Docs</a>","The fork-and-pull model is the backbone of open-source contribution. You never need write access to the original repo to propose changes.","GH-900 IntroToGitAndGitHub Forking"
"In Git, what does HEAD normally point to?<br><br>A) The oldest commit in the repository, which serves as the permanent anchor that all later branches ultimately descend from<br>B) The remote tracking reference that always reflects the exact current state of the branch stored on the GitHub server<br>C) The current branch or commit you have checked out, indicating your present position in the repository history","C) The current branch or commit you have checked out, indicating your present position in the repository history<br><br>HEAD is a pointer to the currently checked-out branch tip (or commit), marking where new commits attach.<br><br>Reference: <a href=""https://docs.github.com/en/get-started/using-git/about-git"">About Git - GitHub Docs</a>","When you switch branches with git checkout/switch, HEAD moves to point at the new branch. A 'detached HEAD' points directly at a commit instead of a branch.","GH-900 IntroToGitAndGitHub GitFundamentals"
"Two developers edited the same lines of the same file on different branches. When merging, what happens?<br><br>A) Git silently discards one developer's changes and keeps only the most recently committed version without any warning<br>B) Git reports a merge conflict that a person must resolve by choosing or combining the conflicting changes<br>C) Git automatically emails both developers and locks the repository until an administrator manually approves the merge","B) Git reports a merge conflict that a person must resolve by choosing or combining the conflicting changes<br><br>When the same lines change on both sides, Git cannot auto-merge and marks a conflict for manual resolution.<br><br>Reference: <a href=""https://docs.github.com/en/pull-requests/collaborating-with-pull-requests/addressing-merge-conflicts/about-merge-conflicts"">About merge conflicts - GitHub Docs</a>","Git auto-merges non-overlapping changes. Conflicts require human judgment because Git cannot know which version is correct. Communicate to reduce them.","GH-900 IntroToGitAndGitHub Merging"
"Which practice makes commit history most useful to a team?<br><br>A) Writing clear, concise commit messages that explain what changed and why for each logical change<br>B) Committing all changes for an entire release in a single large commit at the very end to keep the log short<br>C) Reusing the same generic message such as 'update' for every commit so the history stays visually consistent","A) Writing clear, concise commit messages that explain what changed and why for each logical change<br><br>Descriptive messages and small logical commits make history readable, reviewable, and easy to debug.<br><br>Reference: <a href=""https://docs.github.com/en/get-started/using-git/about-git"">About Git - GitHub Docs</a>","Good history helps with git blame, reverts, and code review. Prefer small, focused commits over one giant commit or vague repeated messages.","GH-900 IntroToGitAndGitHub BestPractices"
"What is stored in the hidden .git directory inside a Git repository?<br><br>A) Only a plain-text backup copy of the most recent version of each tracked file, without any earlier historical versions<br>B) The remote server credentials and personal access tokens required to authenticate every push to GitHub<br>C) The repository's complete object database and metadata, including all commits, branches, and configuration","C) The repository's complete object database and metadata, including all commits, branches, and configuration<br><br>The .git directory contains everything Git needs: objects, refs, config, and history that make the folder a repository.<br><br>Reference: <a href=""https://docs.github.com/en/get-started/using-git/about-git"">About Git - GitHub Docs</a>","Deleting .git turns the folder back into ordinary files with no history. Credentials are typically stored by a separate credential helper, not in .git objects.","GH-900 IntroToGitAndGitHub GitFundamentals"
"An organization wants a repository that is visible to all enterprise members but hidden from the public internet. Which visibility setting fits?<br><br>A) Public visibility, which exposes the repository and its code to anyone on the internet, including non-members<br>B) Private visibility, which limits access strictly to individually invited collaborators and nobody else in the enterprise<br>C) Internal visibility, which makes the repository readable by all enterprise members while keeping it hidden from the public","C) Internal visibility, which makes the repository readable by all enterprise members while keeping it hidden from the public<br><br>Internal repositories are visible to all members of the enterprise but not to the public, ideal for InnerSource.<br><br>Reference: <a href=""https://docs.github.com/en/repositories/creating-and-managing-repositories/about-repositories"">About repositories - GitHub Docs</a>","Internal visibility requires GitHub Enterprise. It enables InnerSource: sharing across the whole org while staying hidden from outside the enterprise.","GH-900 GitHubRepositories Visibility"
"What is the primary purpose of a repository's README file?<br><br>A) It lists every user who has ever been granted administrator access to the repository over its entire lifetime<br>B) It communicates what the project does and how to use it, and is displayed on the repository home page<br>C) It defines which files and folders Git should ignore so they are never tracked or committed to the repository","B) It communicates what the project does and how to use it, and is displayed on the repository home page<br><br>The README introduces the project and renders automatically on the repository landing page.<br><br>Reference: <a href=""https://docs.github.com/en/repositories/managing-your-repositorys-settings-and-features/customizing-your-repository/about-readmes"">About READMEs - GitHub Docs</a>","A profile README (in a repo named after your username) shows on your GitHub profile. The file that lists ignored paths is .gitignore, not the README.","GH-900 GitHubRepositories RepositoryFiles"
"What does a .gitignore file do in a repository?<br><br>A) It specifies intentionally untracked files and patterns that Git should not stage or commit<br>B) It records the license terms that govern how others may reuse and distribute the project's source code<br>C) It stores a prioritized list of open issues so that contributors know which tasks to work on first","A) It specifies intentionally untracked files and patterns that Git should not stage or commit<br><br>.gitignore lists paths and patterns (like build output or secrets) that Git should exclude from tracking.<br><br>Reference: <a href=""https://docs.github.com/en/get-started/getting-started-with-git/ignoring-files"">Ignoring files - GitHub Docs</a>","Already-tracked files are not affected by adding them to .gitignore; you must untrack them first. GitHub offers language-specific templates when creating a repo.","GH-900 GitHubRepositories RepositoryFiles"
"Why is adding a LICENSE file important for a public open-source repository?<br><br>A) Without a license file, GitHub will automatically delete the repository after a fixed grace period of inactivity<br>B) A license file is required by Git before any commits can be pushed to a repository that has been made public<br>C) It defines the legal terms under which others may use, modify, and distribute the code","C) It defines the legal terms under which others may use, modify, and distribute the code<br><br>Without a license, default copyright applies and others generally have no rights to reuse the code.<br><br>Reference: <a href=""https://docs.github.com/en/repositories/managing-your-repositorys-settings-and-features/customizing-your-repository/licensing-a-repository"">Licensing a repository - GitHub Docs</a>","No license means 'all rights reserved' by default. GitHub can suggest common licenses (MIT, Apache 2.0, GPL) when you create or add one via the web UI.","GH-900 GitHubRepositories Licensing"
"A team wants to package a specific version of their software with binaries and release notes for users to download. Which GitHub feature should they use?<br><br>A) Releases, which are based on Git tags and can include notes and downloadable release assets<br>B) Gists, which are standalone snippet documents intended for sharing small pieces of code outside a repository<br>C) The repository wiki, which provides free-form documentation pages but does not attach versioned binary downloads","A) Releases, which are based on Git tags and can include notes and downloadable release assets<br><br>Releases build on tags to publish versioned deliverables, release notes, and attached binaries.<br><br>Reference: <a href=""https://docs.github.com/en/repositories/releasing-projects-on-github/about-releases"">About releases - GitHub Docs</a>","A tag marks a point in history; a release adds a user-facing package around that tag. Gists and wikis do not provide versioned binary distribution.","GH-900 GitHubRepositories Releases"
"What is a GitHub Gist primarily used for?<br><br>A) Hosting and running continuous integration workflows that build and test a full application on every push<br>B) Sharing small snippets of code or notes, either publicly or secretly, with optional version history<br>C) Storing large binary media assets such as videos and datasets that exceed normal repository size limits","B) Sharing small snippets of code or notes, either publicly or secretly, with optional version history<br><br>Gists are lightweight, shareable snippets that are themselves Git repositories, available as public or secret.<br><br>Reference: <a href=""https://docs.github.com/en/get-started/writing-on-github/editing-and-sharing-content-with-gists/creating-gists"">Creating gists - GitHub Docs</a>","Secret gists are not searchable but are still accessible to anyone with the URL. Gists suit quick shares; full projects belong in repositories.","GH-900 GitHubRepositories Gists"
"An organization repeatedly creates repositories with the same starter files and structure. Which feature reduces this repetitive setup?<br><br>A) A template repository, which lets users generate new repositories preloaded with the same starting files and structure<br>B) A repository fork, which links a full copy back to the source for the purpose of contributing changes upstream<br>C) A protected branch rule, which enforces reviews and status checks before code can be merged into main","A) A template repository, which lets users generate new repositories preloaded with the same starting files and structure<br><br>Marking a repo as a template lets others create fresh, unlinked repos seeded with its contents.<br><br>Reference: <a href=""https://docs.github.com/en/repositories/creating-and-managing-repositories/creating-a-template-repository"">Creating a template repository - GitHub Docs</a>","Unlike a fork, a repo generated from a template has no shared commit history and no link back to the source, giving a clean starting point.","GH-900 GitHubRepositories Templates"
"Where can a maintainer view traffic, clones, and contributor activity for a repository?<br><br>A) In the Actions tab, which is dedicated to running and reviewing automated workflow executions and their logs<br>B) In the repository's Insights tab, which shows analytics such as traffic, contributors, and dependency data<br>C) In the Security tab, which surfaces vulnerability alerts and code scanning results rather than usage statistics","B) In the repository's Insights tab, which shows analytics such as traffic, contributors, and dependency data<br><br>The Insights tab aggregates repository analytics including traffic, commits, contributors, and dependencies.<br><br>Reference: <a href=""https://docs.github.com/en/repositories/viewing-activity-and-data-for-your-repository/viewing-traffic-to-a-repository"">Viewing traffic to a repository - GitHub Docs</a>","Insights also includes the community standards checklist and the dependency graph. Actions shows workflow runs; Security shows alerts.","GH-900 GitHubRepositories Insights"
"What is the role of the default branch in a GitHub repository?<br><br>A) It is a read-only archival branch that stores historical releases and cannot receive any new commits after creation<br>B) It is the base branch shown by default and the target for new pull requests and clones, commonly named main<br>C) It is a hidden branch used exclusively by GitHub Actions to store workflow logs and temporary build artifacts","B) It is the base branch shown by default and the target for new pull requests and clones, commonly named main<br><br>The default branch is the primary branch presented to users and the default base for PRs and clones.<br><br>Reference: <a href=""https://docs.github.com/en/repositories/configuring-branches-and-merges-in-your-repository/managing-branches-in-your-repository/changing-the-default-branch"">Changing the default branch - GitHub Docs</a>","Historically 'master', the default branch is now typically 'main'. You can rename or change which branch is default in repository settings.","GH-900 GitHubRepositories Branching"
"A team wants specific people automatically requested for review whenever certain files change. Which file enables this?<br><br>A) The CONTRIBUTING.md file, which explains contribution guidelines but does not assign reviewers to any pull request<br>B) The CODEOWNERS file, which maps file paths to owners who are automatically requested to review matching changes<br>C) The SECURITY.md file, which documents how to report vulnerabilities but plays no role in review assignment","B) The CODEOWNERS file, which maps file paths to owners who are automatically requested to review matching changes<br><br>CODEOWNERS defines owners per path; matching pull requests automatically request those reviewers.<br><br>Reference: <a href=""https://docs.github.com/en/repositories/managing-your-repositorys-settings-and-features/customizing-your-repository/about-code-owners"">About code owners - GitHub Docs</a>","Combined with branch protection, code owner review can be made mandatory. CONTRIBUTING and SECURITY guide contributors but do not assign reviewers.","GH-900 GitHubRepositories CodeOwners"
"How can a user make a repository easier to discover by categorizing it around subjects like 'machine-learning' or 'cli'?<br><br>A) By adding repository topics, which are labels that categorize repositories and improve discoverability in search<br>B) By renaming the default branch to match the subject so that search engines index the repository more effectively<br>C) By creating an issue for each subject area and pinning those issues to the top of the repository's issue list","A) By adding repository topics, which are labels that categorize repositories and improve discoverability in search<br><br>Topics are searchable tags added to a repository to describe its purpose, language, or domain.<br><br>Reference: <a href=""https://docs.github.com/en/repositories/managing-your-repositorys-settings-and-features/customizing-your-repository/classifying-your-repository-with-topics"">Classifying your repository with topics - GitHub Docs</a>","Topics power exploration at github.com/topics. They differ from issue labels, which categorize issues and PRs within a single repository.","GH-900 GitHubRepositories Discoverability"
"What is the difference between starring and watching a repository on GitHub?<br><br>A) Starring subscribes you to every notification, while watching simply adds the repository to a private read-only list<br>B) Starring bookmarks a repository and shows appreciation, while watching subscribes you to its activity notifications<br>C) Starring grants you write access to the repository, while watching grants you read-only access to its source code","B) Starring bookmarks a repository and shows appreciation, while watching subscribes you to its activity notifications<br><br>Stars are bookmarks/signals of interest; watching controls your notification subscription for repo activity.<br><br>Reference: <a href=""https://docs.github.com/en/get-started/exploring-projects-on-github/saving-repositories-with-stars"">Saving repositories with stars - GitHub Docs</a>","Neither starring nor watching changes access permissions. Watching can be customized to all activity, participating only, or specific event types.","GH-900 GitHubRepositories Engagement"
"A project is no longer maintained but the team wants to keep it read-only and clearly signal its status. What should they do?<br><br>A) Delete the repository so it disappears entirely, then recreate it later if anyone ever needs the code again<br>B) Change the repository visibility to private so that only the original maintainers can continue to view the code<br>C) Archive the repository, which makes it read-only and clearly marks it as no longer actively maintained","C) Archive the repository, which makes it read-only and clearly marks it as no longer actively maintained<br><br>Archiving preserves the repo in a read-only state and displays a banner indicating it is no longer maintained.<br><br>Reference: <a href=""https://docs.github.com/en/repositories/archiving-a-github-repository/archiving-repositories"">Archiving repositories - GitHub Docs</a>","Archived repos can still be viewed, cloned, and starred but not modified. You can unarchive later. Deleting loses history and links; visibility is unrelated.","GH-900 GitHubRepositories RepositoryManagement"
"A developer wants to host a free static website directly from files in a GitHub repository. Which feature provides this?<br><br>A) GitHub Pages, which publishes a static website hosted directly from a branch or folder in the repository<br>B) GitHub Codespaces, which provisions a cloud development environment for editing and running code in the browser<br>C) GitHub Packages, which hosts and distributes software packages and container images tied to the repository","A) GitHub Pages, which publishes a static website hosted directly from a branch or folder in the repository<br><br>GitHub Pages serves static sites straight from a repository branch or /docs folder, optionally built with Jekyll.<br><br>Reference: <a href=""https://docs.github.com/en/pages/getting-started-with-github-pages/about-github-pages"">About GitHub Pages - GitHub Docs</a>","Pages is for static content (HTML/CSS/JS). Codespaces is a dev environment, and Packages is a package registry, neither of which hosts a public website.","GH-900 GitHubRepositories GitHubPages"
"Which GitHub search qualifier restricts a code search to results within a single repository?<br><br>A) The user: qualifier, which narrows results to every repository owned by a specified account across the platform<br>B) The repo:owner/name qualifier, which limits the search to code inside that one specific repository<br>C) The language: qualifier, which filters by programming language but does not confine results to any one repository","B) The repo:owner/name qualifier, which limits the search to code inside that one specific repository<br><br>The repo: qualifier scopes searches to a specific repository by owner and name.<br><br>Reference: <a href=""https://docs.github.com/en/search-github/searching-on-github/searching-code"">Searching code - GitHub Docs</a>","Combine qualifiers to refine results, e.g., repo:owner/name language:python. user: broadens to an account; language: filters by language across many repos.","GH-900 GitHubRepositories Search"
"A maintainer wants to know who last changed a specific line of code and in which commit. Which feature helps?<br><br>A) The blame view, which annotates each line of a file with the commit and author that last modified it<br>B) The releases page, which lists tagged versions and notes but does not attribute individual lines of code<br>C) The dependency graph, which shows external libraries the project relies on rather than authorship of lines","A) The blame view, which annotates each line of a file with the commit and author that last modified it<br><br>Git blame maps each line to the commit that last changed it, aiding investigation and code archaeology.<br><br>Reference: <a href=""https://docs.github.com/en/repositories/working-with-files/using-files/viewing-a-file"">Viewing a file - GitHub Docs</a>","Blame is great for understanding why a line exists. From a blame line you can jump to the commit and its pull request for full context.","GH-900 GitHubRepositories History"
"What is the key difference between forking a repository and cloning it?<br><br>A) Forking downloads the repository onto your computer, while cloning creates a server-side copy under your account on GitHub<br>B) Forking permanently transfers ownership of the original repository, while cloning simply grants you temporary read access to it<br>C) Forking creates a linked server-side copy under your account on GitHub, while cloning downloads a repository to your local machine","C) Forking creates a linked server-side copy under your account on GitHub, while cloning downloads a repository to your local machine<br><br>A fork is a server-side copy on GitHub linked to the original; a clone is a local download of a repository.<br><br>Reference: <a href=""https://docs.github.com/en/pull-requests/collaborating-with-pull-requests/working-with-forks/about-forks"">About forks - GitHub Docs</a>","A common flow combines both: fork on GitHub, then clone your fork locally. Forking does not transfer ownership; the original repo is unaffected.","GH-900 GitHubRepositories Forking"
"Where does GitHub look for community health files like CONTRIBUTING.md and CODE_OF_CONDUCT.md if they are not in a specific repository?<br><br>A) In a repository named .github owned by the same account or organization, which provides default community health files<br>B) In the repository's releases page, where GitHub stores fallback documentation that applies when no other files are present<br>C) In the account's public profile README, which GitHub reuses as the default contributing guide for every repository","A) In a repository named .github owned by the same account or organization, which provides default community health files<br><br>Default community health files placed in a special .github repository apply to all repos owned by that account or org that lack their own.<br><br>Reference: <a href=""https://docs.github.com/en/communities/setting-up-your-project-for-healthy-contributions/creating-a-default-community-health-file"">Creating a default community health file - GitHub Docs</a>","This centralizes CONTRIBUTING, CODE_OF_CONDUCT, and issue templates across many repos. A repo's own files always override the defaults.","GH-900 GitHubRepositories CommunityHealth"
"What is the primary purpose of a GitHub issue?<br><br>A) To automatically deploy the latest version of an application to production whenever the default branch is updated<br>B) To track a task, bug, enhancement, or question and enable discussion and assignment within a repository<br>C) To store the compiled build artifacts and binaries that result from a successful continuous integration run","B) To track a task, bug, enhancement, or question and enable discussion and assignment within a repository<br><br>Issues track work items and discussions, supporting labels, assignees, milestones, and references.<br><br>Reference: <a href=""https://docs.github.com/en/issues/tracking-your-work-with-issues/about-issues"">About issues - GitHub Docs</a>","Issues are the unit of planning and collaboration. They can be linked to pull requests and organized on GitHub Projects boards.","GH-900 CollaborationFeatures Issues"
"How are labels used within a repository's issues and pull requests?<br><br>A) They restrict which collaborators are permitted to comment on or close a given issue or pull request thread<br>B) They categorize and filter issues and pull requests, for example 'bug', 'documentation', or 'good first issue'<br>C) They automatically merge a pull request as soon as all required status checks have finished passing on it","B) They categorize and filter issues and pull requests, for example 'bug', 'documentation', or 'good first issue'<br><br>Labels tag issues and PRs for classification and filtering; they do not control permissions or merging.<br><br>Reference: <a href=""https://docs.github.com/en/issues/using-labels-and-milestones-to-track-work/managing-labels"">Managing labels - GitHub Docs</a>","Labels are repo-scoped and color-coded. 'good first issue' helps newcomers find approachable tasks. They organize work but grant no access.","GH-900 CollaborationFeatures Labels"
"A team wants to group issues and pull requests toward a target release with a due date and progress tracking. Which feature fits?<br><br>A) Milestones, which group issues and pull requests toward a goal and track completion progress and a due date<br>B) Reactions, which let users add emoji responses to comments to express agreement without adding extra noise<br>C) Saved replies, which store reusable text so maintainers can respond to common questions more quickly","A) Milestones, which group issues and pull requests toward a goal and track completion progress and a due date<br><br>Milestones bundle related issues/PRs toward a release goal and show a progress bar and optional due date.<br><br>Reference: <a href=""https://docs.github.com/en/issues/using-labels-and-milestones-to-track-work/about-milestones"">About milestones - GitHub Docs</a>","Milestones are ideal for sprint or release tracking. Labels categorize; milestones measure progress toward a dated goal.","GH-900 CollaborationFeatures Milestones"
"What does assigning a user to an issue accomplish?<br><br>A) It grants that user administrator permissions on the repository so they can change settings and manage other members<br>B) It automatically closes the issue and records the assigned user as the person who resolved the underlying problem<br>C) It indicates who is responsible for working on the issue, making ownership visible to the whole team","C) It indicates who is responsible for working on the issue, making ownership visible to the whole team<br><br>Assignees show who owns an issue or pull request; it does not change permissions or status.<br><br>Reference: <a href=""https://docs.github.com/en/issues/tracking-your-work-with-issues/assigning-issues-and-pull-requests-to-other-github-users"">Assigning issues and pull requests - GitHub Docs</a>","Multiple assignees are allowed. Assignment clarifies responsibility but does not alter access rights or automatically close anything.","GH-900 CollaborationFeatures Issues"
"What is the core function of a pull request on GitHub?<br><br>A) To propose merging changes from one branch into another, enabling review, discussion, and automated checks first<br>B) To permanently delete a feature branch after its work is complete without allowing any review of the changes<br>C) To download the latest changes from a remote repository into the developer's local working copy of the code","A) To propose merging changes from one branch into another, enabling review, discussion, and automated checks first<br><br>A pull request proposes changes for review before merging, integrating discussion and status checks.<br><br>Reference: <a href=""https://docs.github.com/en/pull-requests/collaborating-with-pull-requests/proposing-changes-to-your-work-with-pull-requests/about-pull-requests"">About pull requests - GitHub Docs</a>","PRs are the heart of collaboration on GitHub. Downloading remote changes is git pull; deleting a branch is a separate cleanup step after merge.","GH-900 CollaborationFeatures PullRequests"
