Front,Back,Extra,Tags
"Your API in API Management must test breaking changes safely before promoting to production while maintaining the same version number.<br><br>A) Create API revision in API Management and test before making it current<br>B) Create new API version for testing<br>C) Deploy changes directly to production API","A) Create API revision in API Management and test before making it current","API revisions enable safe changes within same version without affecting consumers (accessed via revision identifier). Versions are for breaking changes with different version numbers. Direct production deployment is risky. Revisions provide safe iteration with promotion workflow for non-breaking changes.","AZ-204 Integration APIManagement"
"An API Management solution must group related APIs with access control and subscription keys specific to different customer tiers (free, premium).<br><br>A) Configure API Management products with API associations and subscription requirements<br>B) Use separate API Management instances per tier<br>C) Implement access control in backend APIs","A) Configure API Management products with API associations and subscription requirements","Products group APIs with unified access policies, subscriptions, and rate limits for different customer tiers. Multiple instances increase overhead. Backend access control bypasses API gateway capabilities. Products provide business-oriented API grouping with tier-based access and billing.","AZ-204 Integration APIManagement"
"Your application must implement a stateful workflow coordinating multiple services with checkpointing and automatic retries over several hours.<br><br>A) Use Logic Apps with built-in connectors and retry policies<br>B) Use Azure Functions with manual state management in storage<br>C) Use Service Bus with message deferral","A) Use Logic Apps with built-in connectors and retry policies","Logic Apps provides visual workflow orchestration with 400+ connectors, built-in retry policies, and automatic state management. Functions require custom orchestration code (Durable Functions is better but not listed). Service Bus handles messaging not orchestration. Logic Apps simplifies complex workflow automation.","AZ-204 Integration LogicApps"
"An Azure Container Registry must prevent anonymous image pulls and enforce authentication for all image operations.<br><br>A) Disable public network access and use private endpoint or configure Azure AD authentication<br>B) Use public access with IP filtering only<br>C) Share registry admin credentials with teams","A) Disable public network access and use private endpoint or configure Azure AD authentication","Private endpoints eliminate public access; Azure AD authentication provides identity-based access control. IP filtering alone doesn't enforce authentication. Admin credentials should not be shared (security risk). Private networking + Azure AD delivers secure, identity-based registry access.","AZ-204 Compute Containers"
"Your container registry must replicate images across multiple regions for low-latency pulls and disaster recovery.<br><br>A) Configure ACR geo-replication in Premium tier<br>B) Manually copy images to registries in each region<br>C) Use Azure Traffic Manager with single registry","A) Configure ACR geo-replication in Premium tier","ACR geo-replication (Premium tier) automatically syncs images across regions with regional endpoints for fast pulls. Manual copying is complex and error-prone. Traffic Manager doesn't replicate data. Geo-replication provides managed multi-region image distribution with regional access.","AZ-204 Compute Containers"
"An application must implement Redis cache-aside pattern with fallback to database for cache misses and populate cache with 5-minute expiration.<br><br>A) Check cache for data; if miss, query database, populate cache with TTL, return data<br>B) Query database always and update cache asynchronously<br>C) Use cache only without database fallback","A) Check cache for data; if miss, query database, populate cache with TTL, return data","Cache-aside pattern: application checks cache first, loads from database on miss, populates cache with TTL. Always querying database negates cache benefits. Cache-only fails when data missing. Cache-aside balances performance (cache hits) and data availability (database fallback) with freshness (TTL).","AZ-204 Storage Redis"
"Your Function App must implement fan-out/fan-in pattern to process 100 parallel tasks and aggregate results.<br><br>A) Use Durable Functions with orchestrator calling activity functions in parallel and gathering results<br>B) Use queue-triggered functions with manual coordination<br>C) Use timer trigger with batching logic","A) Use Durable Functions with orchestrator calling activity functions in parallel and gathering results","Durable Functions orchestrator can call multiple activity functions in parallel (WhenAll) and aggregate results with built-in state management. Queue-based coordination is complex. Timer batching doesn't provide orchestration. Durable Functions provides declarative fan-out/fan-in with automatic state persistence.","AZ-204 Compute Functions"
"An application must store and retrieve secrets, keys, and certificates with versioning and access audit logs for compliance.<br><br>A) Use Azure Key Vault with version management and diagnostic logging to Log Analytics<br>B) Store secrets in environment variables<br>C) Use Azure App Configuration for all secret types","A) Use Azure Key Vault with version management and diagnostic logging to Log Analytics","Key Vault provides versioned secret/key/certificate storage with full access logging and built-in audit capabilities. Environment variables lack versioning and auditing. App Configuration isn't designed for secrets (use Key Vault reference). Key Vault is purpose-built for secret lifecycle management with compliance features.","AZ-204 Security KeyVault"
"Your API must validate OAuth 2.0 access tokens issued by Azure AD B2C with custom claims for role-based authorization.<br><br>A) Configure JWT Bearer authentication with Azure AD B2C issuer and validate custom claims in authorization policies<br>B) Accept tokens without validation<br>C) Use API keys instead of OAuth tokens","A) Configure JWT Bearer authentication with Azure AD B2C issuer and validate custom claims in authorization policies","JWT middleware validates B2C tokens (signature, issuer, expiration); authorization policies evaluate custom claims for role decisions. No validation is insecure. API keys lack B2C integration. Token validation + custom claims provide secure identity-based authorization with Azure AD B2C.","AZ-204 Security Authentication"
"An application must query Azure Storage Queue messages without removing them to inspect and conditionally process later.<br><br>A) Use PeekMessages operation to view messages without dequeue<br>B) Use GetMessages with zero visibility timeout<br>C) Dequeue and re-queue messages manually","A) Use PeekMessages operation to view messages without dequeue","PeekMessages retrieves messages for inspection without affecting queue state or visibility. GetMessages dequeues (even with zero timeout). Manual dequeue/re-queue changes message state. Peek provides non-destructive queue inspection for conditional processing scenarios.","AZ-204 Integration StorageQueue"
"Your App Service must connect to Azure SQL Database using private IP without traversing the internet, even within Azure.<br><br>A) Configure VNet integration for App Service and Private Link/Private Endpoint for SQL Database<br>B) Use firewall rules allowing Azure services<br>C) Use public endpoint with TLS encryption","A) Configure VNet integration for App Service and Private Link/Private Endpoint for SQL Database","VNet integration connects App Service to VNet; Private Link exposes SQL Database on private IP in VNet (no internet). Firewall rules still use public endpoints. TLS encrypts but uses public routing. Private Link + VNet integration provides fully private connectivity over Microsoft backbone.","AZ-204 Security Networking"
"An application experiences intermittent timeouts connecting to Azure Storage. You need to implement retry logic with exponential backoff.<br><br>A) Configure Azure Storage SDK retry policy with exponential backoff strategy<br>B) Implement custom retry loop with Thread.Sleep<br>C) Increase operation timeout without retry logic","A) Configure Azure Storage SDK retry policy with exponential backoff strategy","Azure Storage SDK includes built-in retry policies with exponential backoff, jitter, and circuit breaker patterns. Custom retry loops are error-prone. Timeout increase doesn't address transient failures. SDK retry policies provide production-grade transient fault handling with configurable strategies.","AZ-204 Storage BlobStorage"
